title,categories,address,agent,price,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_per_day_₦,price_per_month_₦,price_per_year_₦,date_posted,date_updated,state
4 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,"10a Lalupon Close Off Keffi Street, Ikoyi Lagos Ikoyi S.w Ikoyi Lagos",dolly-real-estate,"  140,000/day ", 6GQLU,False,False,False,4,4,5,140000,4200000,51100000,2022-05-22,2023-08-11,Lagos
Executive 4bedroom Terrace Duplex Serviced Apartment,4 BEDROOM HOUSE FOR SHORTLET,Itedo Estate Ikate Ikate Lekki Lagos,future-pride-homes-and-properties-ltd,"  80,000,000/day ", 9FHYW,False,True,True,4,4,5,80000000,2400000000,29200000000,2021-09-11,2023-08-09,Lagos
4 Bedrooms Duplex With 3 Rooms Bq,4 BEDROOM HOUSE FOR SHORTLET,Oniru Victoria Island Lagos,prince-ademola-osinuga,"  85,000/day ", 2JACG,True,True,True,3,0,0,85000,2550000,31025000,2023-02-13,2023-08-11,Lagos
Newly Built 4 Bedroom Duplex With Swimming Pool,4 BEDROOM HOUSE FOR SHORTLET,Abraham Adesanya Estate Ajah Lagos,shelters-apartment,"  160,000/day ", 5JQVD,False,True,False,3,3,4,160000,4800000,58400000,2023-06-15,2023-08-11,Lagos
Well Furnished 4 Bedroom Duplex Short Rent Apartment,4 BEDROOM HOUSE FOR SHORTLET,Mab Global Estate Karsana Abuja,distinct-pragmatic-limited,"  100,000/day ", 9JSBP,True,True,True,3,3,4,100000,3000000,36500000,2023-06-25,2023-08-09,Abuja
Luxury 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Chevron Lekki Lagos,joeetoniru,"  70,000/day ", 6JDQP,False,True,True,3,3,3,70000,2100000,25550000,2023-03-18,2023-08-09,Lagos
Furnished 4 Bedroom Duplex,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuye Abuja,kennedy-otunku,"  85,000/day ", 3DHYY,False,True,True,3,4,4,85000,2550000,31025000,2020-06-01,2023-05-12,Abuja
4 Bedroom Duplex,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Palace Road Oniru Victoria Island Lagos,franklin15,"  270,000/day ", 3JPFS,False,True,True,3,3,4,270000,8100000,98550000,2023-06-03,2023-07-31,Lagos
3 Bedroom Flat,3 BEDROOM HOUSE FOR SHORTLET,Victoria Island Lagos,prince-ademola-osinuga,"  90,000/day ", 1HUGP,False,False,False,3,3,3,90000,2700000,32850000,2022-12-21,2023-08-09,Lagos
Three Bedrooms Service Short Stay Apartment.,3 BEDROOM HOUSE FOR SHORTLET,Adeniyi Jones Ikeja Lagos,kim-thompson-,"  65,000/day ", 2GAPJ,False,True,True,3,3,4,65000,1950000,23725000,2022-02-08,2023-07-31,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Kenneth Odidika Cl Ologolo Lekki Lagos,leewardproperties,"  140,000/day ", 9JCJT,False,False,True,3,3,4,140000,4200000,51100000,2023-03-07,2023-07-31,Lagos
3 Bedroom Duplex,3 BEDROOM HOUSE FOR SHORTLET,Old Ikoyi Ikoyi Lagos,kennedy-otunku,"  90,000/day ", 2JAQH,False,False,True,3,3,4,90000,2700000,32850000,2023-02-17,2023-08-09,Lagos
3 Bedrooms Serviced Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Adeniyi Jones Ikeja Lagos,entrust-properties,"  80,000/day ", 6EGUZ,False,False,True,3,3,4,80000,2400000,29200000,2021-02-10,2023-08-11,Lagos
Fully Furnished 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET, Osapa London Lekki Lagos,joeetoniru,"  130,000/day ", 5ESSE,False,True,True,3,3,4,130000,3900000,47450000,2021-05-24,2023-08-11,Lagos
Luxury 3 Bedroom Duplex Self Compound.,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,ase-ltd,"  120,000/day ", 8JLST,False,False,False,3,3,3,120000,3600000,43800000,2023-05-14,2023-08-09,Lagos
Luxury 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Gra, Ikeja Lagos",ase-ltd,"  70,000 ", Z8758,True,True,True,3,3,3,70000,840000,25550000,2018-10-19,2023-08-11,Lagos
New Luxurious 3 Bedroom Duplex Comes With Snooker Board,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,1004 1004 Victoria Island Lagos,kennedy-otunku,"  90,000 ", 7CBUF,True,True,True,3,3,4,90000,1080000,32850000,2019-03-12,2023-08-09,Lagos
Furnished 3 Bedroom Apartment + Bq,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  95,000/day ", 3GKSM,False,False,False,3,2,3,95000,2850000,34675000,2022-04-16,2023-08-11,Lagos
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Main Jericho Jericho Ibadan Oyo,distinct-pragmatic-limited,"  100,000/day ", 5EDGG,True,True,True,3,3,4,100000,3000000,36500000,2020-12-23,2023-08-13,Oyo
Exclusive 3 Bedroom Flat For Shortlet,3 BEDROOM HOUSE FOR SHORTLET,Old Bodija Bodija Ibadan Oyo,entrust-properties,"  100,000/day ", 4JFAX,False,True,True,3,3,4,100000,3000000,36500000,2023-03-30,2023-08-13,Oyo
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Eko Atlantic Victoria Island Lagos,shortletgurus,"  195,000 ", 4DFHC,True,True,True,3,3,4,195000,2340000,71175000,2020-05-02,2023-08-13,Lagos
Furnished 3bedroom Duplex,3 BEDROOM HOUSE FOR SHORTLET,Awolowo Road Ikoyi Lagos,property-magnate,"  65,000 ", 9DLVU,False,True,True,3,3,4,65000,780000,23725000,2020-06-25,2023-08-13,Lagos
Standard 3bedroom Apartment With All Rooms Ensuite,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,ebuka-of-lagos-plc1,"  150,000/day ", 2JXCZ,False,True,True,3,3,4,150000,4500000,54750000,2023-08-02,2023-08-11,Lagos
Luxury 3 Bedrooms Shortstay Apartment (fully Service),3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,dolly-real-estate,"  120,000/day ", 4JXSR,False,False,False,3,3,3,120000,3600000,43800000,2023-08-06,2023-08-11,Lagos
Fully Furnished 3 Bedrooms Apartment For Shortstay,3 BEDROOM HOUSE FOR SHORTLET,Gerard Road Ikoyi Lagos,property-magnate,"  160,000/day ", 8HEQC,False,False,False,3,3,4,160000,4800000,58400000,2022-09-03,2023-07-31,Lagos
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Lekki Gardens Phase 2 Lekki Phase 2 Lekki Lagos,fesgomar-integrated-services,"  49,500 ", W5293,True,True,True,3,3,4,49500,594000,18067500,2018-05-29,2023-08-13,Lagos
3 Bedroom Flat,3 BEDROOM HOUSE FOR SHORTLET,"Mijl Residence And Villa, Behind Romay Gardens Ikate Lekki Lagos",No agent,"  160,000/day ", 2JLJV,False,True,True,3,4,4,160000,4800000,58400000,2023-05-11,2023-08-09,Lagos
Furnished 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Freedom Way Lekki Phase 1 Lekki Lagos,joan-ama,"  100,000 ", 8DHZA,False,True,True,3,3,4,100000,1200000,36500000,2020-06-01,2023-05-12,Lagos
3 Bedroom Terrace Duplex.,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Maryland Ikeja Lagos,kim-thompson-,"  70,000/day ", 1HVWS,False,False,False,3,3,4,70000,2100000,25550000,2023-01-09,2023-08-09,Lagos
Furnished 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SHORTLET,Oko Oba Road Agege Lagos,egcentproperty,"  50,000/day ", 1FPDS,False,False,False,4,4,5,50000,1500000,18250000,2021-10-26,2023-07-31,Lagos
"Three Bedroom Luxury Serviced, Furnished, Short Stay Apartment",3 BEDROOM HOUSE FOR SHORTLET, Banana Island Ikoyi Lagos,provident-homes-realtor,"  150,000 ", P2940,False,True,True,4,4,5,150000,1800000,54750000,2018-01-17,,Lagos
Beautiful 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikota Lekki Lagos,outstanding-real-estate-limited,"  60,000/day ", 0JBKM,False,True,True,4,4,5,60000,1800000,21900000,2023-02-25,2023-08-09,Lagos
3bedroom Duplex Services Apartment,4 BEDROOM HOUSE FOR SHORTLET,Off Admiralty Way Lekki Phase 1 Lekki Lagos,dolly-real-estate,"  170,000/day ", 2JMWH,False,True,True,3,3,3,170000,5100000,62050000,2023-05-23,2023-08-09,Lagos
3 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,"New Haven Extension, Enugu Enugu",urbannexus-real-estate-limited1,"  95,000/day ", 3GQVY,False,False,False,3,3,4,95000,2850000,34675000,2022-05-24,2023-08-09,Enugu
Furnished 3 Bedroom Flat,4 BEDROOM HOUSE FOR SHORTLET,"Buenavista Estate, Off Orchid Road Chevron Lekki Lagos",bright-innocent1,"  85,000/day ", 6HMPX,True,True,True,3,3,4,85000,2550000,31025000,2023-02-24,2023-08-09,Lagos
4 Bedroom Detached Bungalow,4 BEDROOM HOUSE FOR SHORTLET,Okupe Estate Mende Maryland Lagos,bright-innocent1,"  120,000/day ", 1FCAV,False,True,True,4,4,5,120000,3600000,43800000,2022-10-28,2023-08-09,Lagos
Serene 4 Bedroom Semi Detached Duplex,3 BEDROOM HOUSE FOR SHORTLET, Eko Atlantic Victoria Island Lagos,bright-innocent1,"  145,000/day ", 7FBYQ,True,True,True,4,4,5,145000,4350000,52925000,2021-07-28,2023-08-09,Lagos
4 Bedroom Terraced Duplex,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Shoreline Drive Banana Island Ikoyi Lagos,bright-innocent1,"  160,000/day ", 8JBHM,False,True,True,4,4,5,160000,4800000,58400000,2021-07-28,2023-05-12,Lagos
Furnished 3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Wuse 2 Abuja,kennedy-otunku,"  185,000 ", 2GWJX,False,True,True,4,4,4,185000,2220000,67525000,2022-06-29,2023-08-02,Abuja
Brigde View 3 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Wuse 2 Abuja,franklin15,"  300,000/day ", 1GUVW,False,True,True,4,4,4,300000,9000000,109500000,2022-06-19,2023-08-02,Abuja
3 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Apo Abuja,franklin15,"  150,000 ", 3FLLC,True,True,True,4,4,5,150000,1800000,54750000,2021-10-02,2023-08-02,Abuja
Luxury 4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Asokoro Abuja,franklin15,"  150,000/day ", 5EAWD,False,False,True,4,4,4,150000,4500000,54750000,2020-11-20,2023-08-02,Abuja
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,... Chevron Lekki Lagos,franklin15,"  95,000/day ", 9EBNG,True,True,True,4,4,5,95000,2850000,34675000,2020-11-30,2023-08-11,Lagos
Luxury 4bedroom + Swimming Pool,4 BEDROOM FLAT / APARTMENT FOR SHORTLET, Lekki Phase 1 Lekki Lagos,franklin15,"  140,000/day ", 2EPZJ,False,False,True,4,4,5,140000,4200000,51100000,2021-04-29,2023-08-11,Lagos
"Luxury 4bedroom Terrace Mansion With Swimming Pool@asokoro,abuja",4 BEDROOM FLAT / APARTMENT FOR SHORTLET, Lekki Phase 1 Lekki Lagos,ayo-kay,"  150,000/day ", 8FEMD,False,False,True,4,4,5,150000,4500000,54750000,2021-08-17,2023-08-11,Lagos
Newly Built 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET, Lekki Phase 1 Lekki Lagos,outstanding-real-estate-limited,"  150,000/day ", 3FFJH,False,True,True,4,4,4,150000,4500000,54750000,2021-08-23,2023-08-11,Lagos
Exclusive 4 Bedroom Duplex Stand Alone,4 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,megalux-homes,"  140,000/day ", 4FNDE,False,True,True,4,4,5,140000,4200000,51100000,2021-10-17,2023-08-11,Lagos
Executive 4 Bedroom Flat With Good Facilities Comes With Pool And Snooker Board,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,future-pride-homes-and-properties-ltd,"  130,000/day ", 8FNVY,False,False,False,4,5,0,130000,3900000,47450000,2021-10-23,2023-08-11,Lagos
4 Bedroom Stand Alone Duplex With Private Swimming Pool,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kim-thompson-,"  130,000/day ", 4JARA,True,True,True,4,4,5,130000,3900000,47450000,2021-12-11,2023-08-11,Lagos
Luxurious 4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Asokoro Abuja,kim-thompson-,"  175,000/year ", 9JNLM,True,False,True,3,3,4,479.45205479452056,14583.333333333334,175000,2023-02-17,2023-08-13,Abuja
Luxury 4 Bedroom With Snooker Board And Swimming Pool,4 BEDROOM HOUSE FOR SHORTLET,"Orchid, Lekki Lagos",kim-thompson-,"  170,000/day ", 4HHYR,False,True,True,3,3,4,170000,5100000,62050000,2023-05-29,2023-08-09,Lagos
New Luxurious 4 Bedroom Duplex With Amazing Facilities In Lekki Ikate,4 BEDROOM HOUSE FOR SHORTLET,Oniru Victoria Island Lagos,kim-thompson-,"  120,000/day ", 1HHGS,False,True,True,3,3,3,120000,3600000,43800000,2022-09-29,2023-08-09,Lagos
4 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SHORTLET,Lakowe Ajah Lagos,ebuka-of-lagos-plc1,"  140,000/day ", 8FXYN,False,True,True,3,3,4,140000,4200000,51100000,2022-09-24,2023-08-09,Lagos
Luxury 4 Bedroom Detached Duplex,3 BEDROOM HOUSE FOR SHORTLET,Bankole Oki Ikoyi Lagos,dob-global-associates-limited,"  180,000/day ", 1GZFJ,False,True,True,3,3,4,180000,5400000,65700000,2022-01-20,2023-08-02,Lagos
Furnished 3 Bedroom House,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,king-palace-consulting,"  130,000/day ", 7JNKM,True,True,True,3,3,4,130000,3900000,47450000,2022-07-23,2023-08-09,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Garki 1 Abuja,distinct-pragmatic-limited,"  130,000/day ", 9JGYK,True,True,True,3,3,4,130000,3900000,47450000,2023-05-28,2023-08-09,Abuja
Furnished 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Diplomatic Zone Katampe Ext Abuja,higherground-realty,"  160,000/day ", 5EMNC,True,True,True,4,4,5,160000,4800000,58400000,2023-04-16,2023-08-09,Abuja
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SHORTLET,Lekki Right Ikate Lekki Lagos,kennedy-otunku,"  95,000/day ", 5GHEJ,True,True,True,4,4,5,95000,2850000,34675000,2021-04-01,2023-08-09,Lagos
Furnished 3 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,"Alperton Estate, Osapa London Lekki Lagos",higherground-realty,"  100,000/day ", 5EEEW,False,True,True,4,4,5,100000,3000000,36500000,2022-03-28,2023-08-08,Lagos
Premium 3 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Chisco Ikate Lekki Lagos,higherground-realty,"  90,000/day ", 0JFUC,False,True,True,4,4,4,90000,2700000,32850000,2021-01-10,2023-08-09,Lagos
Luxury 3 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ruxton Road Old Ikoyi Ikoyi Lagos,higherground-realty,"  180,000 ", 9FGPK,False,False,True,4,4,4,180000,2160000,65700000,2023-04-05,2023-07-31,Lagos
Exquisite 4 Bedroom Luxury Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Ikate Lekki Lagos,higherground-realty,"  85,000 ", 2JWRJ,False,True,True,4,4,4,85000,1020000,31025000,2021-09-01,2023-08-13,Lagos
4bedroom Terrace Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Apo Village, Apo Abuja",higherground-realty,"  172,000/day ", 0JXRG,False,True,True,4,4,4,172000,5160000,62780000,2023-07-30,2023-08-13,Abuja
A Fully Furnished 4 Bedroom Serviced Terrace,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,mayhomes1,"  120,000/day ", 2HWJT,False,True,True,4,4,4,120000,3600000,43800000,2023-08-06,2023-08-13,Lagos
Tastefully Furnished 4bedrooms Paragon,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,shollyjoe-real-estate-consults,"  140,000/day ", 9HXMM,False,True,True,4,4,4,140000,4200000,51100000,2023-01-12,2023-08-13,Lagos
Lovely 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,the-breeze-apartment1,"  120,000/day ", 5FAPK,False,False,True,4,4,4,120000,3600000,43800000,2023-01-20,2023-08-13,Lagos
4 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Osapa London Osapa London Lekki Lagos,outstanding-real-estate-limited,"  95,000 ", 1GBTY,False,True,True,4,4,5,95000,1140000,34675000,2021-07-15,2023-08-13,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Agungi Agungi Lekki Lagos,franklin15,"  100,000 ", 6JCJH,False,True,False,4,4,5,100000,1200000,36500000,2022-02-17,2023-08-13,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Walton Gate Estate Sangotedo Ajah Lagos,franklin15,"  90,000/day ", 4HRPL,True,True,True,3,4,4,90000,2700000,32850000,2023-03-07,2023-08-13,Lagos
Tastefully Furnished 4 Bedroom Flat,4 BEDROOM HOUSE FOR SHORTLET,12a Ogunsiji Close Allen Avenue Ikeja Lagos,franklin15,"  98,000/day ", 1DJFB,True,True,True,3,3,4,98000,2940000,35770000,2022-11-29,2023-08-13,Lagos
4 Bedroom Self Compound Fully Detached Duplex Comes With Snooker Board,4 BEDROOM HOUSE FOR SHORTLET,Chevron Lekki Lagos,franklin15,"  75,000 ", 3HZUF,False,True,True,3,3,4,75000,900000,27375000,2020-06-03,2023-08-09,Lagos
4 Bedroom Duplex,3 BEDROOM HOUSE FOR SHORTLET,Lekki Lagos,franklin15,"  90,000/day ", 4HKWL,True,False,True,3,3,3,90000,2700000,32850000,2023-02-09,2023-08-11,Lagos
4 Bedroom Duplex,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Freedom Way Ikate Lekki Lagos,kim-thompson-,"  150,000/day ", 6FUJX,True,True,True,4,4,5,150000,4500000,54750000,2022-10-14,2023-08-09,Lagos
4 Bedroom Bungalow & Self Compound With 2 Sitting Room With Lovely Furnitures In A Serene Neighborhood,3 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,shelters-apartment,"  130,000/day ", 2FVBL,True,True,True,4,4,5,130000,3900000,47450000,2021-12-18,2023-08-11,Lagos
Fully Furnished And Serviced 3bedroom Terrace Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  130,000/day ", 9FWNG,True,True,True,4,4,5,130000,3900000,47450000,2022-01-07,2023-08-11,Lagos
3 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Oral Estate Lekki Lagos,franklin15,"  100,000 ", 7GFXU,True,True,True,4,4,4,100000,1200000,36500000,2022-03-19,2023-08-11,Lagos
3 Bedroom Massionette,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,bright-innocent1,"  140,000/day ", 8FNYJ,False,True,True,3,3,4,140000,4200000,51100000,2021-10-24,2023-08-11,Lagos
Amazing Newly Built 4 Bedroom Stand Alone Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Bourdillon Ikoyi Lagos,grandporchhomes,"  150,000/day ", 7HHQF,True,True,True,3,6,7,150000,4500000,54750000,2022-09-27,2023-08-09,Lagos
Luxurious 4 Bedroom Stand Alone Duplex,3 BEDROOM HOUSE FOR SHORTLET,Jakande Lekki Lagos,kennedy-otunku,"  80,000/day ", 0HSKW,False,False,False,3,3,3,80000,2400000,29200000,2022-12-07,2023-07-31,Lagos
Furnished 4 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,bright-innocent1,"  70,000/day ", 2GERE,True,True,True,3,3,4,70000,2100000,25550000,2022-03-10,2023-08-11,Lagos
4 Bedroom Apartment Inside A Secured Estate With Snooker Board And Swimming Pool,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Ikoyi Lagos,kennedy-otunku,"  160,000/day ", 5FSAH,False,True,True,4,4,5,160000,4800000,58400000,2021-11-21,2023-08-11,Lagos
3 Bedroom Penthouse,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Osapa London Lekki Lagos,kim-thompson-,"  85,000/day ", 5JSKY,False,True,True,4,0,0,85000,2550000,31025000,2023-06-28,2023-08-09,Lagos
Newly Built 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,A Secured Private Estate Chevron Lekki Lagos,the-breeze-apartment1,"  120,000/day ", 4FZDQ,False,True,True,4,4,5,120000,3600000,43800000,2022-01-29,2023-08-09,Lagos
Executive New 3 Bedroom Apartment Banana Island,4 BEDROOM HOUSE FOR SHORTLET,Chevron Lekki Lagos,kennedy-otunku,"  140,000/day ", 1EQGD,False,False,False,4,4,4,140000,4200000,51100000,2021-05-03,2023-08-11,Lagos
3 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Banana Island Ikoyi Lagos,kennedy-otunku,"  280,000 ", 0JMEG,False,True,True,4,4,5,280000,3360000,102200000,2023-05-18,2023-08-02,Lagos
Furnished 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Omole Phase 2 Ikeja Lagos,kennedy-otunku,"  140,000/day ", 6GKSB,True,True,True,4,5,5,140000,4200000,51100000,2022-04-16,2023-08-11,Lagos
Available 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Osapa Osapa London Lekki Lagos,kennedy-otunku,"  100,000/day ", 5FDHK,True,True,True,4,4,4,100000,3000000,36500000,2021-08-08,2023-08-09,Lagos
Luxury 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Alade Estate Allen Avenue Ikeja Lagos,kennedy-otunku,"  120,000/day ", 1JAXR,True,True,True,4,4,5,120000,3600000,43800000,2023-02-20,2023-08-09,Lagos
Furnished 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Chevron Lekki Lagos,kennedy-otunku,"  95,000/day ", 9GKBV,True,True,True,4,4,5,95000,2850000,34675000,2022-04-11,2023-08-11,Lagos
All New Furnish 4 Bedroom Terrace,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kennedy-otunku,"  160,000/day ", 4FTXJ,False,True,True,4,4,5,160000,4800000,58400000,2021-12-07,2023-08-11,Lagos
4 Bedroom Duplex With Penthouse,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,persisgrace-nigeria-limited,"  130,000/day ", 1FTXK,False,True,True,4,4,4,130000,3900000,47450000,2021-12-07,2023-08-11,Lagos
Well Furnished 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,persisgrace-nigeria-limited,"  120,000/day ", 5FUPH,False,True,True,4,0,0,120000,3600000,43800000,2021-12-13,2023-08-11,Lagos
"Exclusive 4bedroom Duplex With A Lovely Swimming Pool, We Offer Good Services And Satisfied Our Clients",4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,ifeoluwa-abraham,"  95,000/day ", 0GKPL,True,True,True,4,4,5,95000,2850000,34675000,2022-04-15,2023-08-11,Lagos
"Luxurious 4bedroom Apartment, In Lekki Ikate, We Offer Premium And Adquate Services, Comes With A Snooker Board And Lovely Swimming Pool.",4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Chevron Lekki Lagos,nicholas-nwaikwu,"  120,000/day ", 7EYNR,False,False,False,4,4,4,120000,3600000,43800000,2021-07-02,2023-08-11,Lagos
"Exclusive 4 Bedroom Short Let Apartment, Well Organized And In Safer Part Of Lekki, With Good Facilities And Services",4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikota Lekki Lagos,higherground-realty,"  130,000/day ", 8JASD,True,True,True,4,4,5,130000,3900000,47450000,2023-02-17,2023-08-11,Lagos
Well Furnished 4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikota Lekki Lagos,higherground-realty,"  215,000/day ", 2JXGS,False,False,True,4,0,0,215000,6450000,78475000,2023-08-03,2023-08-13,Lagos
4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,higherground-realty,"  150,000/day ", 8JWXG,False,True,True,4,4,4,150000,4500000,54750000,2023-08-01,2023-08-13,Lagos
4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Mowe Obafemi Owode Ogun,higherground-realty,"  170,000/year ", 7JWLR,False,False,False,4,4,4,465.75342465753425,14166.666666666666,170000,2023-07-28,2023-08-13,Ogun
Luxury 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Amuwo Odofin Lagos,higherground-realty,"  130,000/day ", 0GRFM,False,False,True,4,4,4,130000,3900000,47450000,2022-05-26,2023-08-13,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,homeyrealtyteam,"  130,000/day ", 3JBKJ,False,True,True,4,4,4,130000,3900000,47450000,2023-02-25,2023-08-13,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Atlantis Estate Ologolo Lekki Lagos,adegoroye-aa,"  85,000/day ", 7HBVD,False,True,True,4,4,4,85000,2550000,31025000,2022-08-12,2023-08-13,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,eniji-international-limited,"  140,000/day ", 6HDTA,False,True,True,4,5,5,140000,4200000,51100000,2022-08-26,2023-08-13,Lagos
4 Bedroom Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,eniji-international-limited,"  140,000/day ", 0HDZE,False,True,True,4,4,5,140000,4200000,51100000,2022-08-29,2023-08-13,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SHORTLET,Oniru Oniru Victoria Island Lagos,tochi-orabuche,"  180,000/day ", 3JLTZ,False,True,True,4,4,5,180000,5400000,65700000,2023-05-15,2023-08-13,Lagos
Furnished 4 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Guzape Abuja,homeyrealtyteam,"  100,000/day ", 2FMFU,False,False,False,4,4,5,100000,3000000,36500000,2021-10-09,2023-08-13,Abuja
4 Bedroom Terrace Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,homeyrealtyteam,"  85,000/day ", 2HMUN,False,True,True,4,5,4,85000,2550000,31025000,2022-10-30,2023-08-13,Lagos
Furnished 4bedroom Duplex With Ps5,4 BEDROOM HOUSE FOR SHORTLET,Akala Estate Akobo Ibadan Oyo,kennedy-otunku,"  100,000/day ", 7DTZX,True,True,True,4,5,5,100000,3000000,36500000,2020-08-27,2023-08-13,Oyo
