title,categories,address,agent,price,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_per_day_₦,price_per_month_₦,price_per_year_₦,date_posted,date_updated,state
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Serene Environment Of Ikeja Gra, Lagos. Ikeja Gra Ikeja Lagos",bright-innocent1,"  70,000/day ", 5EHLT,False,True,True,2,2,2,70000,2100000,25550000,2021-02-17,2023-08-02,Lagos
2 Bedroom Flat With Others Amenities,2 BEDROOM FLAT / APARTMENT FOR SHORTLET, Wuse 2 Abuja,ben-solomon,"  50,000/day ", 4GNBT,False,True,True,2,2,3,50000,1500000,18250000,2022-05-05,2023-07-31,Abuja
Luxury 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Onike Yaba Lagos,property-magnate,"  55,000/day ", 5FYCQ,False,True,True,2,3,3,55000,1650000,20075000,2022-01-21,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ogba Lagos,young-city-r-properties-rotimi1,"  65,000/day ", 4EALN,True,False,False,2,2,3,65000,1950000,23725000,2020-11-16,2023-08-11,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,barbsconsult-homes-and-properties,"  55,000/year ", 4JQKD,False,False,True,2,2,3,150.68493150684932,4583.333333333333,55000,2023-06-13,2023-08-09,Lagos
Lovely 2 Bedroom Flat;,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Parkview Estate Ikoyi Lagos Parkview Estate Ikoyi Lagos,kim-thompson-,"  75,000/day ", 7FHXS,True,True,True,2,2,3,75000,2250000,27375000,2021-09-11,2023-08-09,Lagos
Fully Furnished Executive Luxurious 2bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Golf Course Trans Amadi Port Harcourt Rivers,franklin15,"  40,000/day ", 8HFRU,False,True,True,2,2,3,40000,1200000,14600000,2022-09-12,2023-08-09,Rivers
Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  55,000/day ", 6FZLX,True,True,True,2,2,2,55000,1650000,20075000,2022-02-01,2023-08-11,Lagos
Luxurious 2 Bedroom With Amazing Facilities,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,dollyrealty,"  60,000/day ", 4FZLX,True,True,True,2,2,2,60000,1800000,21900000,2022-02-01,2023-08-11,Lagos
New Luxurious Two Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Utomi Aire, Lekki Phase 1 Lekki Lagos",bornbltd,"  70,000/day ", 7HSUY,True,True,True,2,3,3,70000,2100000,25550000,2022-12-10,2023-08-11,Lagos
Luxury 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Sangotedo Ajah Lagos,kim-thompson-,"  55,000/day ", 1JTRV,True,True,True,2,2,3,55000,1650000,20075000,2023-07-08,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Npg Garden Akobo Akobo Ibadan Oyo,property-magnate,"  60,000 ", 5FUCJ,False,True,True,2,2,3,60000,720000,21900000,2022-02-15,2023-08-09,Oyo
Irresistible Service2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Maitama Maitama Abuja,earnvest-properties,"  65,000/day ", 3JGFY,True,True,True,2,3,3,65000,1950000,23725000,2021-12-09,2023-08-13,Abuja
Furnish 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Festac Amuwo Odofin Lagos,first-homes-and-properties,"  50,000/day ", 8JMFF,False,False,False,2,2,2,50000,1500000,18250000,2023-04-10,2023-08-09,Lagos
Exquisite 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Sabo Yaba Lagos,kennedy-otunku,"  70,000/day ", 9GBKK,False,True,False,2,2,3,70000,2100000,25550000,2023-05-18,2023-07-31,Lagos
Two Bedroom Shortlet,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikoyi Lagos,kim-thompson-,"  150,000/day ", 1GFHU,True,True,True,2,2,2,150000,4500000,54750000,2022-03-15,2023-08-11,Lagos
Executive 2 Bedroom,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Bode Thomas Surulere Lagos,property-magnate,"  55,000/day ", 8JMHP,False,True,True,2,2,3,55000,1650000,20075000,2023-05-19,2023-08-09,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Phase 1, Lekki Lagos",kennedy-otunku,"  55,000/day ", 2JTZN,True,True,True,2,3,3,55000,1650000,20075000,2023-07-11,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,degeniusxpropertyworld,"  80,000/day ", 5GSCQ,False,True,True,2,2,3,80000,2400000,29200000,2022-06-02,2023-08-11,Lagos
Beautiful 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikota Villa Ikota Lekki Lagos,adroit-contractors,"  50,000/day ", 8FQLA,True,True,False,2,2,3,50000,1500000,18250000,2021-11-05,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ogba Lagos,mrmideoseni-homes-properties,"  65,000/day ", 6HXTT,False,False,True,2,2,2,65000,1950000,23725000,2023-01-23,2023-08-13,Lagos
Furnished 2 Bedrooms Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Old Bodija Ibadan Oyo,decade-homes-housing-mall,"  80,000/day ", 8HGEY,False,True,False,2,2,3,80000,2400000,29200000,2022-09-16,2023-08-12,Oyo
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi Abuja,joan-ama,"  90,000/day ", 2HWUZ,True,True,True,2,2,3,90000,2700000,32850000,2023-01-15,2023-08-09,Abuja
2 Bedroom Duplex,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi Abuja,joeetoniru,"  140,000 ", 9FYRF,False,True,True,2,2,3,140000,1680000,51100000,2022-01-25,2023-08-02,Abuja
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Maitama Abuja,franklin15,"  80,000/day ", 8GQHL,False,True,True,2,2,3,80000,2400000,29200000,2022-05-21,2023-08-09,Abuja
Luxury 2bedroom,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,.. Lekki Phase 1 Lekki Lagos,franklin15,"  65,000/day ", 3EBBV,True,False,False,2,1,2,65000,1950000,23725000,2020-11-24,2023-08-11,Lagos
Fully Serviced 2 Bedroom Apartment;,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 2 Lekki Lagos,grandporchhomes,"  70,000/day ", 7GDQG,True,True,True,2,2,3,70000,2100000,25550000,2022-03-03,2023-08-11,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,bright-innocent1,"  70,000/day ", 5FFMM,False,False,True,2,2,3,70000,2100000,25550000,2021-08-24,2023-08-11,Lagos
Luxurious New 2 Bedroom With Amazing Facilities,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Medina Estate Medina Gbagada Lagos,property-magnate,"  30,000/day ", 2DWFR,False,True,True,2,2,3,30000,900000,10950000,2020-09-20,2023-08-09,Lagos
Fully Furnished Two (2) Bedroom Short Let Apartment,2 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,No agent,"  50,000/day ", 2JRKX,False,True,True,2,3,3,50000,1500000,18250000,2022-03-14,2023-08-11,Lagos
Newly Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Command Road Abule Egba Lagos,franklin15,"  25,000/day ", 5BZWS,False,False,False,2,2,0,25000,750000,9125000,2023-06-20,2023-08-09,Lagos
Two Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET," off Maitama Kubwa Express Way, By Living Faith Church, Katampe Main Abuja",star_homes,"  45,000 ", 4HNSC,True,True,True,2,2,3,45000,540000,16425000,2019-02-04,,Abuja
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,joeetoniru,"  70,000/day ", 9HARU,False,True,True,2,2,3,70000,2100000,25550000,2022-11-07,2023-08-11,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Church Street, Agbelekale Bus Stop, Ipaja Road Ipaja Lagos",kennedy-otunku,"  35,000/day ", 7FTXN,False,False,False,2,2,3,35000,1050000,12775000,2022-08-03,2023-08-13,Lagos
Luxurious 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,1004 Victoria Island Lagos,kennedy-otunku,"  45,000/day ", 6GFBX,True,True,True,2,2,2,45000,1350000,16425000,2021-12-07,2023-08-11,Lagos
Tastefully Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  65,000/day ", 8GKGN,True,True,True,2,2,2,65000,1950000,23725000,2022-04-13,2023-08-11,Lagos
2 Bedrooms Luxury Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,franklin15,"  140,000/day ", 4GDPY,True,True,True,2,2,2,140000,4200000,51100000,2022-03-03,2023-08-11,Lagos
Newly Built And Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,franklin15,"  140,000/day ", 1GDQL,True,True,True,2,2,2,140000,4200000,51100000,2022-03-03,2023-08-11,Lagos
4 Bedroom Standing Alone Duplex At Lekki Ikate,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,ase-ltd,"  60,000/day ", 7FYNP,True,True,True,2,2,2,60000,1800000,21900000,2022-01-25,2023-08-11,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kim-thompson-,"  70,000/day ", 8GHFV,True,True,True,2,2,2,70000,2100000,25550000,2022-03-29,2023-08-11,Lagos
Luxury Two Bedroom Short Let Apartment With Good Facilities,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Old Ikoyi Ikoyi Lagos,bright-innocent1,"  130,000/day ", 6FYDS,True,True,True,2,2,2,130000,3900000,47450000,2022-01-21,2023-08-13,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Ikate Ikate Lekki Lagos,bright-innocent1,"  90,000/day ", 5HJRP,True,True,True,2,2,3,90000,2700000,32850000,2022-10-05,2023-08-09,Lagos
Premium 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuye Abuja,urbannexus-real-estate-limited1,"  45,000/day ", 6GPVZ,True,True,True,2,2,2,45000,1350000,16425000,2022-05-18,2023-08-02,Abuja
Luxury 2 Bedroom Shared Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuse 2 Abuja,cwre-ltd,"  100,000 ", 4HSLH,False,True,True,2,2,3,100000,1200000,36500000,2022-12-07,2023-08-02,Abuja
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikeja Gra Ikeja Lagos,kennedy-otunku,"  65,000/day ", 5HJQK,False,True,True,2,2,3,65000,1950000,23725000,2022-10-05,2023-08-09,Lagos
Lovely 2bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Off Ademola Adetokunbo Wuse 2 Abuja,persisgrace-nigeria-limited,"  70,000/day ", 0GJXS,True,True,True,2,2,3,70000,2100000,25550000,2022-04-10,2023-08-13,Abuja
Brand New 2bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Victoria Island Lagos,joeetoniru,"  250,000/day ", 7JYNJ,False,False,False,2,2,3,250000,7500000,91250000,2023-08-11,,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Ikoyi Lagos,mafik75-homes-ltd,"  150,000/day ", 2HPCP,True,True,True,2,2,2,150000,4500000,54750000,2022-11-10,2023-08-11,Lagos
Luxury 2 Bedroom Penthouse,2 BEDROOM HOUSE FOR SHORTLET,Banana Island Ikoyi Lagos,bright-innocent1,"  750,000/day ", 5JWJG,False,False,True,2,0,0,750000,22500000,273750000,2023-07-27,2023-08-13,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Unity Egbeda Alimosho Lagos,novus-sensa-apartments,"  35,000/day ", 7FVSB,False,False,False,2,2,3,35000,1050000,12775000,2021-12-28,2023-08-13,Lagos
2 Bedroom Duplex,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ring Rd Ibadan Oyo,decade-homes-housing-mall,"  70,000/day ", 6JHEE,False,True,True,2,3,3,70000,2100000,25550000,2023-04-17,2023-08-09,Oyo
Luxury 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Wuse 2 Abuja,dolly-real-estate,"  120,000/day ", 0HXFC,False,True,True,2,2,3,120000,3600000,43800000,2023-01-18,2023-08-02,Abuja
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Novabase Apartments, 17, Olubunmi Owa Street, Admiralty Way, Lekki Lagos",franklin15,"  75,000/day ", 0JUYS,True,True,True,2,2,3,75000,2250000,27375000,2023-07-18,,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi Abuja,franklin15,"  90,000/day ", 3HQZA,False,True,True,2,2,2,90000,2700000,32850000,2022-11-24,2023-08-09,Abuja
Two Bedroom Open Plan Kitchen Smart Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Freedom Way Lekki Phase 1 Lekki Lagos,franklin15,"  65,000 ", 5DMTD,True,True,True,2,2,3,65000,780000,23725000,2020-07-03,2023-05-12,Lagos
Top Rated 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  1,300,000/month ", 4HEQT,True,True,True,2,2,2,43333.333333333336,1300000,15600000,2022-09-03,2023-08-11,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,joseph27,"  90,000/day ", 6HPQN,True,True,True,2,2,2,90000,2700000,32850000,2022-11-14,2023-08-11,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kennedy-otunku,"  55,000/day ", 1GBTK,True,True,True,2,3,0,55000,1650000,20075000,2022-02-17,2023-08-11,Lagos
Luxury Two Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Ikoyi Lagos,distinct-pragmatic-limited,"  70,000/day ", 2GEZK,True,True,True,2,2,3,70000,2100000,25550000,2022-03-13,2023-08-11,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,mando-properties,"  100,000/day ", 2GRXN,False,True,True,2,2,3,100000,3000000,36500000,2022-05-31,2023-07-31,Lagos
Newly Built 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Off Admiralty Way Lekki Phase 1 Lekki Lagos,samuel-oluwatosin,"  90,000/day ", 2JQAW,False,False,True,2,2,3,90000,2700000,32850000,2023-06-10,2023-07-31,Lagos
2 Bedroom Serviced Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Phase 1, Lekki Lagos",star_homes,"  80,000/day ", 5JEQT,False,True,True,2,3,3,80000,2400000,29200000,2023-03-27,2023-08-09,Lagos
Beautiful 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,michael-christian,"  35,000/day ", 2GSUV,True,True,True,2,2,3,35000,1050000,12775000,2022-06-07,2023-08-13,Lagos
Self Contain,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Imobhio Street, Iyana Ipaja Ipaja Lagos",purple-ribbon-properties,"  70,000/day ", 9HRSX,True,True,True,2,2,3,70000,2100000,25550000,2022-11-30,2023-08-09,Lagos
Luxurious 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Main Gwarinpa Gwarinpa Abuja,bright-innocent1,"  70,000/day ", 8HGSZ,False,False,False,2,0,0,70000,2100000,25550000,2022-09-20,2023-08-12,Abuja
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,apartmentf4,"  120,000/day ", 0JLWH,False,True,True,2,2,3,120000,3600000,43800000,2023-05-16,2023-08-02,Lagos
Beautiful 2 Bedroom Duplex,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Asokoro Abuja,west-coast-multi-concept-international-services,"  40,000/day ", 1JWAX,False,False,False,2,2,2,40000,1200000,14600000,2023-07-25,2023-08-09,Abuja
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Festac Amuwo Odofin Lagos,zafiro-homes-and-events,"  75,000 ", 8DMCL,True,True,True,2,2,3,75000,900000,27375000,2020-06-28,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Awuse Estate Opebi Opebi Ikeja Lagos,franklin15,"  60,000/day ", 7FLKM,False,True,True,2,2,3,60000,1800000,21900000,2021-10-01,2023-08-09,Lagos
Newly Built 2 Bedroom Flat Apartment For Shortlet,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Komolafe Street, Main Jericho Gra, Jericho Jericho Ibadan Oyo",joeetoniru,"  1,950,000/month ", 7JNNQ,True,True,True,2,2,3,65000.0,1950000,23400000,2023-05-29,2023-08-11,Oyo
Beautiful Furnished 2 Bedroom Apartment In A Secured Esate,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,seaview-luxury-homes,"  40,000/day ", 0HEBD,True,True,True,1,1,2,40000,1200000,14600000,2022-08-30,2023-08-13,Lagos
Luxury 3 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Cyberville Estate Besides Victoria Bay 3 Extension Ikate Lekki Lagos,330,"  65,000/day ", 3HMPX,False,False,False,1,1,2,65000,1950000,23725000,2022-10-28,2023-08-11,Lagos
"2 Bedroom Flat For Shortlet In Ikate, Lekki",1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Lagos,firmwealth-realtors,"  70,000/day ", 0HTVM,True,True,True,2,2,2,70000,2100000,25550000,2022-12-19,2023-08-11,Lagos
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikeja Gra Ikeja Lagos,the-breeze-apartment1,"  70,000/day ", 1JMTH,False,True,True,2,2,2,70000,2100000,25550000,2023-05-23,2023-08-13,Lagos
1 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Nava Base Estate, Off Admiralty Way Lekki Lagos",property-magnate,"  85,000/day ", 6JAXW,True,True,True,2,2,3,85000,2550000,31025000,2023-02-20,2023-08-09,Lagos
Mini Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikeja Gra Ikeja Lagos,mls-properties1,"  45,000/day ", 2HAHW,False,True,True,2,3,3,45000,1350000,16425000,2022-08-01,2023-08-09,Lagos
2 Bedroom Apartment With Pool,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Yaba Lagos,prince-ademola-osinuga,"  120,000/day ", 2JGQU,True,True,True,2,2,3,120000,3600000,43800000,2023-04-13,2023-07-31,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Jahi District Jahi Abuja,dinero-apartments,"  180,000/year ", 7ECVD,False,False,False,2,2,3,493.1506849315069,15000.0,180000,2020-12-16,2023-08-09,Abuja
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Block L5a , Millennium Housing Estate, Ijede Ikorodu Ijede Ikorodu Lagos",bright-innocent1, $ 340/day , 6JNZR,False,True,True,2,2,3,340,10200,124100,2023-06-01,2023-08-11,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Old Ikoyi Lagos,joan-ama,"  60,000/day ", 1HYAL,True,True,True,2,2,3,60000,1800000,21900000,2023-01-25,2023-08-11,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Surulere Lagos,kennedy-otunku,"  45,000/day ", 7HNKB,True,True,True,2,2,3,45000,1350000,16425000,2022-11-04,2023-08-02,Lagos
2 Bedroom Flat Service Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikeja Akonwonjo Egbeda Akowonjo Alimosho Lagos,jucropsintegratedserviceslimitedcom,"  80,000/day ", 3GQHM,False,True,True,2,2,2,80000,2400000,29200000,2022-05-21,2023-08-09,Lagos
Furnished 2 Bedroom Duplex,2 BEDROOM HOUSE FOR SHORTLET,Wuse 2 Abuja,megalux-homes,"  60,000/day ", 1FYNP,True,True,True,2,2,2,60000,1800000,21900000,2022-01-25,2023-08-11,Abuja
New Luxurious 2 Bedroom Apartment Inside A Secured Estate,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,cruzi-global-resort-ltd,"  55,000/day ", 7EQGL,False,False,False,2,2,3,55000,1650000,20075000,2021-05-03,2023-08-11,Lagos
Luxury One Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR SHORTLET, Oniru Victoria Island Lagos,dpositive,"  70,000/day ", 6JDDE,False,True,True,2,2,2,70000,2100000,25550000,2023-03-14,2023-08-09,Lagos
Furnished 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,outstanding-real-estate-limited,"  60,000/day ", 3GUAU,True,True,True,2,0,0,60000,1800000,21900000,2022-06-14,2023-08-09,Lagos
Luxury 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Lekki Phase 1 Lekki Lagos,locus-real-estate,"  80,000/day ", 1JSAN,False,True,False,2,2,3,80000,2400000,29200000,2023-06-25,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ikate Lekki Lagos,kim-thompson-,"  75,000/day ", 8GZRT,True,True,True,2,0,0,75000,2250000,27375000,2022-07-27,2023-08-09,Lagos
Lovely 2 Bedroom Apartment,2 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,franklin15,"  160,000/day ", 3HNWQ,False,True,True,2,2,3,160000,4800000,58400000,2022-11-08,2023-08-09,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Eko Atlantic City, Victoria Island (vi), Lagos Eko Atlantic Victoria Island Lagos",franklin15,"  55,000/day ", 0HGDN,False,True,True,2,2,3,55000,1650000,20075000,2022-09-15,2023-08-09,Lagos
Furnished 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,"Biu Road, Gra Oredo Edo",kennedy-otunku,"  90,000/day ", 7FTFM,False,True,True,2,2,3,90000,2700000,32850000,2021-12-01,2023-08-09,Edo
Luxury 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Ademola Ademola Adetokunbo Victoria Island Lagos,franklin15,"  120,000/day ", 2HYVL,True,True,True,2,2,3,120000,3600000,43800000,2023-02-02,2023-08-11,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  140,000/day ", 6JELK,True,True,True,1,0,0,140000,4200000,51100000,2023-03-25,2023-08-11,Lagos
Luxurious 2 Bedroom With Executive Facilities,2 BEDROOM FLAT / APARTMENT FOR SHORTLET,Parkview Estate Ikoyi Lagos,franklin15,"  60,000 ", 9DREH,False,False,True,1,1,2,60000,720000,21900000,2020-08-01,2023-08-11,Lagos
Luxury 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,... Oniru Victoria Island Lagos,franklin15,"  45,000/day ", 1DVLG,False,False,True,1,1,2,45000,1350000,16425000,2020-09-11,2023-08-11,Lagos
Luxury One Bedroom Short Let With 24 Hours Light & Security,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,franklin15,"  45,000/day ", 7DXLX,False,False,True,1,1,2,45000,1350000,16425000,2020-10-05,2023-08-11,Lagos
Luxury One Bedroom With 24 Hours Electricity And Security,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  45,000/day ", 0DXPE,False,False,True,1,1,2,45000,1350000,16425000,2020-10-06,2023-08-11,Lagos
Executive One Bedroom With Executive Facilities Comes With Lovely Pool And Gym 24 Hours Light And Security Paid Dstv,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,franklin15,"  45,000/day ", 1DYZD,False,False,True,1,1,2,45000,1350000,16425000,2020-10-27,2023-08-11,Lagos
Luxurious One Bedroom With 24 Hours Electricity And Security,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Chevron Lekki Lagos,franklin15,"  40,000/day ", 6DZBH,False,False,True,1,1,2,40000,1200000,14600000,2020-10-28,2023-08-11,Lagos
Executive One Bedroom Apartment With Good Facilities,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  50,000/day ", 5FDTZ,False,False,True,1,1,2,50000,1500000,18250000,2021-08-11,2023-08-11,Lagos
Luxurious 1 Bedroom With 24 Hours Light And Security,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  40,000/day ", 3DRWT,False,False,True,1,1,2,40000,1200000,14600000,2020-08-07,2023-08-11,Lagos
One Bedroom Flat With Good Facilities,1 BEDROOM FLAT / APARTMENT FOR SHORTLET, Lekki Phase 1 Lekki Lagos,franklin15,"  50,000/day ", 4ERDQ,False,False,True,1,1,2,50000,1500000,18250000,2021-05-11,2023-08-11,Lagos
Amazing One Bedroom Short Let Apartment Inside Banana Island,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Banana Island Ikoyi Lagos,franklin15,"  65,000/day ", 0ERGH,False,False,True,1,1,2,65000,1950000,23725000,2021-05-12,2023-08-11,Lagos
Luxury One Bedroom With Good Facilities,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,franklin15,"  50,000/day ", 7FDTW,True,True,True,1,1,2,50000,1500000,18250000,2021-08-11,2023-08-11,Lagos
One Bedroom Short Let Apartment With Swimming Pool,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Oniru Victoria Island Lagos,decade-homes-housing-mall,"  50,000/day ", 7FYNG,False,True,True,1,1,2,50000,1500000,18250000,2022-01-25,2023-08-11,Lagos
New One Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,degeniusxpropertyworld,"  50,000/day ", 3FRSQ,True,True,True,1,1,2,50000,1500000,18250000,2021-11-18,2023-08-11,Lagos
New One Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,ola-idowu1,"  55,000/day ", 0FQMW,False,True,True,1,1,1,55000,1650000,20075000,2021-11-07,2023-08-11,Lagos
