title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,type,state
Standard Self Serviced 2 Bedroom All Rooms En Suite,2 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,essential-properties, 5KCKC,False,False,False,3,0,0,1700000,2023-09-08,,rent,Lagos
Wonderful 2 Bedroom Penthouse,HOUSE FOR RENT,Gerard Road Ikoyi Lagos,gudness-reality-ventures10, 4KCKC,False,False,False,4,4,4,12500000,2023-09-08,,rent,Lagos
To Let: A Descent And Clean 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,Oluoshon Estate Oregun Ikeja Lagos,gudness-reality-ventures10, 3KCKC,False,False,False,4,4,4,1500000,2023-09-08,,rent,Lagos
4 Bedroom,4 BEDROOM HOUSE FOR RENT,Lekki Lagos,propertywire-nigeria-limited, 1KCKC,False,False,False,1,2,2,3500000,2023-09-08,,rent,Lagos
4 Bedroom,4 BEDROOM HOUSE FOR RENT,Lekki Lagos,gudness-reality-ventures10, 0KCKC,True,True,False,2,2,2,3500000,2023-09-08,,rent,Lagos
Luxury 1 Bedroom(room&parlour) Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Idado Estate Lekki Lagos Idado Lekki Lagos,best-choice-estate-agent, 9KCKB,False,True,False,2,3,3,2000000,2023-09-08,,rent,Lagos
2 Bedroom,2 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,alluxuryhomesproperties-al, 8KCKB,False,True,False,2,3,0,4500000,2023-09-08,,rent,Lagos
Sefcon With Kitchen,FLAT / APARTMENT FOR RENT,Jakande Lekki Lagos,comfort-homes-and-properties1, 7KCKB,True,False,False,2,2,2,400000,2023-09-08,,rent,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Chevron Lekki Lagos,essential-properties, 6KCKB,False,False,False,3,0,0,130000000,2023-09-08,2023-09-08,rent,Lagos
Brand New 5 Bed Fully Detached,HOUSE FOR RENT,Oluoshon Estate Oregun Ikeja Lagos,gudness-reality-ventures10, 5KCKB,False,False,False,0,0,0,1500000,2023-09-08,,rent,Lagos
To Let: A Standard And Spacious 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,Olokonla Ajah Lagos,essential-properties, 4KCKB,False,False,False,1,0,0,1500000,2023-09-08,,rent,Lagos
1 Bedroom,FLAT / APARTMENT FOR RENT,Lagoon Hospital Awolowo Way Ikeja Lagos,gudness-reality-ventures10, 3KCKB,False,False,False,2,2,2,1200000,2023-09-08,,rent,Lagos
To Let: A Nice Lovely And Spacious Mini Flat,1 BEDROOM HOUSE FOR RENT,Olokonla Ajah Lagos,gudness-reality-ventures10, 2KCKB,False,False,False,2,2,2,2000000,2023-09-08,,rent,Lagos
2 Bedroom,2 BEDROOM FLAT / APARTMENT FOR RENT,Olokonla Ajah Lagos,ayoola-n-okesanjo-estate-agency-management, 1KCKB,False,False,False,0,0,0,2000000,2023-09-08,,rent,Lagos
3 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,6th Avenue Gwarinpa Abuja,jay-realtor, 0KCKB,False,False,False,2,3,3,1100000,2023-09-08,,rent,Abuja
Executive 2 Bedroom Flat,FLAT / APARTMENT FOR RENT,Mabushi District Mabushi Abuja,austelright-co, 9KCKA,False,False,False,5,5,6,2000000,2023-09-08,,rent,Abuja
2bedroom Flat For Rent In Mabushi District,2 BEDROOM HOUSE FOR RENT,Asokoro Abuja,gudness-reality-ventures11, 8KCKA,False,True,False,2,2,3,8000000,2023-09-08,,rent,Abuja
A Very Good Spacious 5bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR RENT,Ikate Ikate Lekki Lagos,timeless-heritage-homes-ltd, 7KCKA,False,False,False,3,3,3,4500000,2023-09-08,,rent,Lagos
Serviced 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Parkview Estate Ikoyi Lagos,propertywire-nigeria-limited, 6KCKA,True,True,False,5,6,6,7000000,2023-09-08,,rent,Lagos
3 Bedroom Apartment With Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Off Admiralty Way Street Lagos. Lekki Phase 1 Lekki Lagos,gudness-reality-ventures1, 5KCKA,False,True,False,2,2,3,10000000,2023-09-08,,rent,Lagos
5 Bedrooms Semi Detached Duplex With 2 Rooms Bq,5 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,463, 4KCKA,False,False,False,0,0,0,4500000,2023-09-08,,rent,Lagos
Serviced 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Jakande Lekki Lagos,earnvest-properties, 3KCKA,False,False,False,2,2,2,700000,2023-09-08,,rent,Lagos
Sefcon,FLAT / APARTMENT FOR RENT,Eko Atlantic City Victoria Island Lagos,ayoola-n-okesanjo-estate-agency-management, 2KCKA,False,False,False,0,0,0,40000000,2023-09-08,,rent,Lagos
Spacious Room And Parlour,1 BEDROOM FLAT / APARTMENT FOR RENT,Orchid Road Vgc Lekki Lagos,propertywire-nigeria-limited, 0KCKA,False,True,False,4,5,5,3000000,2023-09-08,,rent,Lagos
3bedrooms,FLAT / APARTMENT FOR RENT,"Close To Nizamiye Turkish Hospital, Karimo District. Karmo Abuja",fvr, 8KCJZ,True,True,False,4,4,5,4500000,2023-09-08,,rent,Abuja
Newly Built 4bedroom Terrace Duplex Plus Bq,4 BEDROOM HOUSE FOR RENT,Orchid Road Off Lekki Epe Expressway Ajah Lagos,propertywire-nigeria-limited, 7KCJZ,False,True,False,3,4,4,4500000,2023-09-08,,rent,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"Fabian Court,ikoyi Lagos State Old Ikoyi Ikoyi Lagos",hairways-resources-company-nigeria, 3KCJZ,True,True,False,2,0,0,14000000,2023-09-08,,rent,Lagos
3 Bed Room Service Apartment With A Room Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,Off Ogunlana Drive Surulere Lagos Ogunlana Surulere Lagos,propertywire-nigeria-limited, 2KCJZ,False,False,False,3,4,4,800000,2023-09-08,,rent,Lagos
Nice And Spacious 2 Rooms Office Space In Surulere,2 BEDROOM COMMERCIAL PROPERTY FOR RENT,"Off Ajose Adeogun, Victoria Island Victoria Island Extension Victoria Island Lagos",andy-gods-time-ltd, 1KCJZ,True,True,True,2,1,1,8000000,2023-09-08,,rent,Lagos
Fully Furnished And Fitted 3 Bedroom Apartment With Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,Hassan Idowu Street Off Sanya Street Aguda Surulere Lagos,city-garden-real-estate-ltd, 0KCJZ,False,False,False,1,0,0,800000,2023-09-08,,rent,Lagos
Spacious 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"Akala, Akobo, Ibadan Akobo Ibadan Oyo",dozek-co-pr5eO, 9KCJY,False,False,False,2,2,2,400000,2023-09-08,,rent,Oyo
Shared Apartment Available In A Secured Estate,FLAT / APARTMENT FOR RENT,Chevron Lekki Lagos,hairways-resources-company-nigeria, 8KCJY,False,True,False,0,0,0,800000,2023-09-08,,rent,Lagos
Nice Located Detached House In Surulere,COMMERCIAL PROPERTY FOR RENT,Bode Thomas Surulere Lagos,jufy99livecouk, 7KCJY,False,False,False,0,0,0,30000000,2023-09-08,,rent,Lagos
Modern And Standard 3 Bedroom Duplex In Gbagada,3 BEDROOM HOUSE FOR RENT,Atunrase Medina Gbagada Lagos,propertywire-nigeria-limited, 5KCJY,False,False,False,3,3,4,3500000,2023-09-08,,rent,Lagos
Fully Furnished Three(3) Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Lekki Phase 1, Lagos State Lekki Phase 1 Lekki Lagos",dawud-ahmed, 4KCJY,True,True,True,3,4,4,7500000,2023-09-08,,rent,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Aguda Surulere Lagos,dozek-co-pr5eO, 2KCJY,False,True,False,0,0,0,1200000,2023-09-08,,rent,Lagos
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,By 2nd Toll Gate Chevron Lekki Lagos,wose-ebi-imbiakpa, 1KCJY,False,True,False,4,4,5,4000000,2023-09-08,2023-09-08,rent,Lagos
Standard Sefcon Available For Rent,HOUSE FOR RENT,Lugbe Abuja,joak-housing, 9KCJX,False,False,False,0,0,0,300000,2023-09-08,2023-09-08,rent,Abuja
Newly Built Modern 1 Bedrooms Flats In A Serene Area,1 BEDROOM FLAT / APARTMENT FOR RENT,Beside Lagos Business School Olokonla Ajah Lagos,gudness-reality-ventures11, 7KCJX,True,False,False,1,1,2,1500000,2023-09-08,,rent,Lagos
5 Bedroom Detached Duplex With Bq In A Secured Estate,5 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,royalpropertykonsult, 6KCJX,True,True,False,5,5,6,15000000,2023-09-08,,rent,Lagos
Newly Built Modern 1 Bedrooms Flats In A Serene Area,1 BEDROOM FLAT / APARTMENT FOR RENT,Beside Lagos Business School Olokonla Ajah Lagos,gudness-reality-ventures1, 5KCJX,True,False,False,1,1,2,1500000,2023-09-08,,rent,Lagos
4 Bedroom Maisonette With Bq And Pool,4 BEDROOM HOUSE FOR RENT,Osborne Foreshore Estate Ikoyi Lagos,royalpropertykonsult, 3KCJX,False,True,False,4,4,5,12000000,2023-09-08,,rent,Lagos
Room And Parlor Self,1 BEDROOM FLAT / APARTMENT FOR RENT,"Icast Area, Elebu, Oluyole Extension Ibadan Oyo",naija-choice-property, 2KCJX,False,False,False,1,1,1,300000,2023-09-08,,rent,Oyo
Newly Built Modern 2 Bedrooms Flats In A Serene Area,2 BEDROOM FLAT / APARTMENT FOR RENT,Beside Lagos Business School Olokonla Ajah Lagos,gudness-reality-ventures11, 0KCJX,True,False,False,2,2,3,2000000,2023-09-08,,rent,Lagos
A Room Self Contain At Adeoje Estate Akala Express,FLAT / APARTMENT FOR RENT,Adeoje Estate Akala Express Oluyole Extension Ibadan Akala Express Ibadan Oyo,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 9KCJW,False,False,False,0,0,0,220000,2023-09-08,,rent,Oyo
2 Bedrooms Flat,2 BEDROOM HOUSE FOR RENT,College Road Ifako Ogba Ogba Lagos,danrielhomes-finder, 8KCJW,False,False,False,2,2,3,900000,2023-09-08,,rent,Lagos
3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,fvr, 7KCJW,False,True,False,3,3,4,25000000,2023-09-08,,rent,Lagos
"3 Bedroom Apartment With Bq, Pool And Gym",3 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,royalpropertykonsult, 6KCJW,True,True,False,3,3,4,13000000,2023-09-08,,rent,Lagos
Exquisitely Finished 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Alagomeji Yaba Lagos,city-garden-real-estate-ltd, 8KCJC,False,False,False,3,3,4,2500000,2023-09-08,,rent,Lagos
Functioning Hotel,COMMERCIAL PROPERTY FOR RENT,U Turn Abule Egba Lagos,moshood-properties-ltd, 6KCJC,False,False,False,0,0,0,8000000,2023-09-08,,rent,Lagos
Well Decent 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Anthony Village Maryland Lagos,city-garden-real-estate-ltd, 5KCJC,False,False,False,3,3,4,2700000,2023-09-08,,rent,Lagos
Commerical Land Measuring 1100sqm,LAND FOR RENT,"Herbert Macaulay Road, Opposite Kicc Yaba Lagos",oip-properties, 3KCJC,False,False,False,0,0,0,10000000,2023-09-08,,rent,Lagos
Well Built Office Spaces In A Commercial Property,COMMERCIAL PROPERTY FOR RENT,Fadeyi Shomolu Lagos,oip-properties, 0KCJC,False,False,False,0,0,0,10000000,2023-09-08,,rent,Lagos
2 Bedroom For Rent,2 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Ologolo Lekki Lagos,ovat-peter, 8KCJB,False,False,False,2,2,3,2500000,2023-09-08,,rent,Lagos
Decent 3bed Room Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Alagomeji Yaba Lagos,frank-nelly, 7KCJB,False,False,False,3,3,4,2500000,2023-09-08,2023-09-08,rent,Lagos
Well Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Off Shoprite Road Osapa London Lekki Lagos,oip-properties, 5KCJB,False,False,False,4,0,0,6500000,2023-09-08,,rent,Lagos
A Tastefully Furnished 3bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Alagomeji Yaba Lagos,barbsconsult-homes-and-properties, 3KCJB,False,False,True,3,3,3,2500000,2023-09-08,,rent,Lagos
73sqm Retail Shop For Rent At V.i,COMMERCIAL PROPERTY FOR RENT,Beside Landmark Center/ Landmark Beach Oniru Victoria Island Lagos,tdos-properties, 0KCJB,False,True,False,0,0,0,500,2023-09-08,,rent,Lagos
Luxurious Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Agbekakele Bus Stop Abule Egba Lagos,evergreen, 6KCJA,False,False,False,4,4,5,6000000,2023-09-08,,rent,Lagos
"Semi Detached Duplex For Rent In Wuse 2, Abuja",4 BEDROOM HOUSE FOR RENT,Wuse 2 Wuse 2 Abuja,moreno-holdings, 5KCJA,True,True,False,3,4,4,8000000,2023-09-08,,rent,Abuja
Brand New 3bedroom Penthouse,3 BEDROOM HOUSE FOR RENT,Ikota Lekki Lagos,kingjosh-properties, 2KCJA,False,False,False,3,4,4,4000000,2023-09-08,,rent,Lagos
Exquisite 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Alagomeji Yaba Lagos,maselhomesnproperties, 9KCHZ,False,False,False,5,5,6,2500000,2023-09-08,2023-09-08,rent,Lagos
5bedroom Fully Detached Duplex With 2rooms Bq,5 BEDROOM HOUSE FOR RENT,Estate Chevron Lekki Lagos,tos-property-services, 7KCHZ,False,False,False,0,0,0,12000000,2023-09-08,2023-09-08,rent,Lagos
300sqm Warehouse Space On An Entire Groundfloor,COMMERCIAL PROPERTY FOR RENT,"Off Herbert Macaulay Way, Yaba, Lagos. Alagomeji Yaba Lagos",yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 4KCHZ,False,False,False,0,0,0,8000000,2023-09-08,,rent,Lagos
Room And Palour Self At Asunle Off Akala Express,FLAT / APARTMENT FOR RENT,Asunle Off Tiper Garage Akala Express Deyemi Akala Express Ibadan Oyo,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 2KCHZ,False,False,False,0,0,0,300000,2023-09-08,,rent,Oyo
2 Bedroom At Asunle Akala Express Deyemi,HOUSE FOR RENT,Asunle Off Akala Express Oluyole Extension Akala Express Ibadan Oyo,rustonrealtors, 1KCHZ,True,False,False,1,0,1,500000,2023-09-08,,rent,Oyo
Large Office Space With Personal Toilet,1 BEDROOM COMMERCIAL PROPERTY FOR RENT,Bodija Ibadan Oyo,west-coast-multi-concept-international-services, 0KCHZ,False,True,False,2,2,3,800000,2023-09-08,,rent,Oyo
Brand New 2 Bedroom Flat Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Aptech Sangotedo Ajah Lagos,brickbarnservices, 8KCHY,False,False,False,2,2,3,2000000,2023-09-08,,rent,Lagos
Newly Built Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Off Admiralty Way Lekki Phase 1 Lekki Lagos,jaykay-realty-network, 5KCHY,False,True,False,2,2,3,4500000,2023-09-08,2023-09-08,rent,Lagos
Newly Built 3 Bedroom Flats,3 BEDROOM HOUSE FOR RENT,Opebi Ikeja Lagos,esquisite-land-and-homes, 3KCHY,True,False,False,3,3,3,4000000,2023-09-08,2023-09-08,rent,Lagos
2brm Flat At Obawole With Pop .ensuite. *1.2m,2 BEDROOM HOUSE FOR RENT,Obawole Ogba Ifako Ifako Ogba Ogba Lagos,jaykay-realty-network, 8KCHX,False,False,False,2,0,0,1200000,2023-09-08,2023-09-08,rent,Lagos
Newly Built Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Agbe Road Okoba Oko Oba Agege Lagos,projects-and-services, 6KCHX,False,False,False,4,0,0,600000,2023-09-08,2023-09-08,rent,Lagos
Mini Flat At Oko Oba Off Agbe Road Class 600k,4 BEDROOM HOUSE FOR RENT,Jakande Lekki Lagos,360-degrees, 4KCHX,True,True,False,4,0,0,3000000,2023-09-08,,rent,Lagos
House,4 BEDROOM HOUSE FOR RENT,Sinari Daranijo Street Victoria Island Lagos,provident-homes-realtor, 3KCHX,True,True,False,1,1,1,16000000,2023-09-08,,rent,Lagos
4bedroom Semi Detached Duplex With Bq In Vi,2 BEDROOM FLAT / APARTMENT FOR RENT,Osborne Foreshore Estate Phase 2 Osborne Foreshore Estate Ikoyi Lagos,provident-homes-realtor, 3KCHW,False,False,False,4,4,5,5000000,2023-09-08,,rent,Lagos
Mini Flat,COMMERCIAL PROPERTY FOR RENT,Akin Adesola Street Victoria Island Lagos,vic-tobore-properties, 2KCHW,True,True,False,1,2,2,125000,2023-09-08,,rent,Lagos
Open Plan Office Space In The Heart Of Vi,1 BEDROOM FLAT / APARTMENT FOR RENT,Greenville Estate Agungi Lekki Lagos,fesgomar-integrated-services, 1KCHW,False,False,False,1,1,1,2300000,2023-09-08,2023-09-08,rent,Lagos
Spacious Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Maryland Lagos,bright-innocent1, 0KCHW,False,False,False,2,2,2,1200000,2023-09-08,2023-09-08,rent,Lagos
Decent Mini Flat In A Decent Neighborhood In Onigbongbo,2 BEDROOM FLAT / APARTMENT FOR RENT,Harmony Estate Egbeda Alimosho Lagos,kingjosh-properties, 9KCHV,True,False,True,2,3,3,800000,2023-09-08,,rent,Lagos
Newly Built 2 Bedroom Flat With Pop,2 BEDROOM FLAT / APARTMENT FOR RENT,"Morocco Axis, Close To Waec Shomolu Shomolu Lagos",fesgomar-integrated-services, 8KCHV,True,False,False,3,3,4,1500000,2023-09-08,2023-09-08,rent,Lagos
Executive 2 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Allen Avenue Ikeja Lagos,olatunde-kehinde, 6KCHV,False,True,False,4,4,4,5000000,2023-09-08,2023-09-08,rent,Lagos
Service Top Notch 3bed Flat With Swimming Pool,4 BEDROOM HOUSE FOR RENT,Amosu Street Bode Thomas Surulere Lagos,essential-property1, 5KCHV,False,False,False,2,3,3,3500000,2023-09-08,,rent,Lagos
Fantastic 4bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ebute Metta East Ebute Metta Yaba Lagos,oputa-jay-apartments, 4KCHV,False,False,False,0,0,0,1800000,2023-09-08,2023-09-08,rent,Lagos
Massive 3 Bedroom Apartment,3 BEDROOM COMMERCIAL PROPERTY FOR RENT,Ifako Ogba Ogba Lagos,kingjosh-properties, 2KCHV,True,False,False,0,0,0,1100000,2023-09-08,,rent,Lagos
Executive 3bedroom Flat,HOUSE FOR RENT,Oke Olu Street Iponri Surulere Lagos,city-garden-real-estate-ltd, 1KCHV,True,False,False,3,3,3,2000000,2023-09-08,2023-09-08,rent,Lagos
Roomself Contain,FLAT / APARTMENT FOR RENT,Akoka Yaba Lagos,arc-edge-resources, 1KCEQ,False,False,False,2,3,3,600000,2023-09-08,2023-09-08,rent,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"Phase 1, Lekki Lagos",kingjosh-properties, 0KCHV,True,False,False,0,0,0,6500000,2023-09-08,2023-09-08,rent,Lagos
Standard 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Off Pedro Road Palmgroove Shomolu Lagos,bashir3, 9KCHU,True,False,False,1,1,1,1200000,2023-09-08,2023-09-08,rent,Lagos
Roomself Contain,FLAT / APARTMENT FOR RENT,Shomolu Shomolu Lagos,kingjosh-properties, 8KCHU,True,False,False,0,0,0,600000,2023-09-08,2023-09-08,rent,Lagos
Newly Built Room And Parlour Self Con With Pop Ceiling,1 BEDROOM FLAT / APARTMENT FOR RENT,Wagbare Street Igbogbo Ikorodu Lagos,478, 7KCHU,False,False,False,3,3,4,250000,2023-09-08,2023-09-08,rent,Lagos
Miniflat,FLAT / APARTMENT FOR RENT,Onike Yaba Lagos,rentalhub_island, 6KCHU,False,True,False,1,2,1,1000000,2023-09-08,2023-09-08,rent,Lagos
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,F01 Kubwa Kubwa Abuja,rentalhub_island, 7KCLZ,False,False,True,2,2,2,2000000,2023-09-08,,rent,Abuja
Furnished 4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR RENT,Agungi Lekki Lagos,478, 6KCLZ,False,True,False,1,1,1,7500000,2023-09-08,,rent,Lagos
"1bedroom , 2bedroom, 3bedroom Apartment",2 BEDROOM FLAT / APARTMENT FOR RENT,Orchid Road Lekki Phase 2 Lekki Lagos,macbeals-integrated-services, 5KCLZ,False,True,False,2,3,3,2000000,2023-09-08,,rent,Lagos
1 Bedroom Self Contain Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Agungi Lekki Lagos,benjamin-glory, 3KCLZ,True,False,False,4,4,5,900000,2023-09-08,,rent,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,F01 Kubwa Kubwa Abuja,dpositive, 2KCLZ,False,False,False,1,0,0,2000000,2023-09-08,,rent,Abuja
Furnished Master Bedroom In Shared Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Agungi Lekki Lagos,478, 7KCLY,False,True,False,3,3,4,1100000,2023-09-08,,rent,Lagos
Newly Built 2 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,macbeals-integrated-services, 6KCLY,True,False,False,3,4,4,2300000,2023-09-08,,rent,Lagos
Spacious Massive Studio Apartment Lekki Phase 1,1 BEDROOM FLAT / APARTMENT FOR RENT,Ikota Lekki Lagos,the-driver-realty1, 4KCLY,False,False,False,3,3,4,3200000,2023-09-08,,rent,Lagos
3 Bedroom Terraced Duplex In A Calm Environment,3 BEDROOM HOUSE FOR RENT,"Gaduwa , Tarred Road Gaduwa Abuja",kingjosh-properties, 3KCLY,False,True,False,0,0,0,3200000,2023-09-08,,rent,Abuja
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Scheme 2 Ajah Lagos,bashir3, 2KCLY,False,True,True,1,1,1,3000000,2023-09-08,,rent,Lagos
Well Finished 3 Bedroom Terrace With Bq,3 BEDROOM HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,olusegun-aremu, 5KCHU,False,False,False,5,6,0,1500000,2023-09-08,,rent,Lagos
Spacious Selfcon Lekki Phase 1,1 BEDROOM FLAT / APARTMENT FOR RENT,Awesu Estate Igbogbo Ikorodu Lagos,bashir3, 4KCHU,False,False,False,1,1,1,180000,2023-09-08,2023-09-08,rent,Lagos
Decent Room And Parlour Self Con,1 BEDROOM FLAT / APARTMENT FOR RENT,Dakibiyu Abuja,bashir3, 3KCHU,False,False,False,2,2,3,66666666,2023-09-08,,rent,Abuja
Jhhgh,5 BEDROOM COMMERCIAL PROPERTY FOR RENT,Renecon Road Macaulay Igbogbo Ikorodu Lagos,bashir3, 2KCHU,False,False,False,1,1,1,100000,2023-09-08,2023-09-08,rent,Lagos
Decent Single Room Self Con,1 BEDROOM FLAT / APARTMENT FOR RENT,Freedom Estate Igbogbo Ikorodu Lagos,bashir3, 1KCHU,False,False,False,1,1,1,300000,2023-09-08,2023-09-08,rent,Lagos
Decent 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Agunfoye Street Igbogbo Ikorodu Lagos,tee-kay-rea-estate-company, 0KCHU,False,False,False,1,1,1,170000,2023-09-08,,rent,Lagos
Newly Built Room And Parlour Self Con With Pop Ceiling,1 BEDROOM FLAT / APARTMENT FOR RENT,Selewu Street Igbogbo Ikorodu Lagos,nobility-estates1, 5KCDR,True,False,False,5,5,6,130000,2023-09-08,,rent,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Valley View Estate Olu Odo Ebute Ikorodu Lagos,golden-scepter-homes-properties, 8KCHT,False,False,False,2,2,0,900000,2023-09-08,,rent,Lagos
Spacious 4 Bedroom Flat,4 BEDROOM FLAT / APARTMENT FOR RENT,Bode Thomas Surulere Lagos,oputa-jay-apartments, 7KCHT,False,False,False,4,4,5,1000000,2023-09-08,,rent,Lagos
1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Gwarinpa Gwarinpa Abuja,beyond-limits-ventures, 6KCHT,True,False,False,0,0,0,2200000,2023-09-08,,rent,Abuja
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Wuse Zone 6 Wuse 1 Abuja,olusegun-aremu, 5KCHT,False,False,False,2,2,2,2000000,2023-09-08,,rent,Abuja
4bedroom Bungalow,4 BEDROOM FLAT / APARTMENT FOR RENT,Òkè'badan Estate Akobo Ibadan Oyo,damdave-consults, 3KCHT,True,False,False,4,2,3,1200000,2023-09-08,2023-09-08,rent,Oyo
Renovated Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ipaja Lagos,jolaosotaiwoolusojiesv12345gmailcom, 1KCDX,True,True,True,1,1,2,550000,2023-09-06,2023-09-08,rent,Lagos
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ojuelegba Surulere Lagos,olusegun-aremu, 9KCHT,False,False,False,3,3,4,900000,2023-09-08,,rent,Lagos
Luxury 3 Bedrooms With Smart Home Feature,3 BEDROOM HOUSE FOR RENT,Akala Extension Behind Finrel Akobo Ibadan Oyo,first-homes1, 1KCHT,True,False,False,4,4,4,800000,2023-09-08,,rent,Oyo
"Tastefully Furnished And, Serviced 4 Bedroom @ Ikeja",4 BEDROOM FLAT / APARTMENT FOR RENT,Adeniyi Jones Ikeja Lagos,first-homes1, 0KCHT,True,False,False,0,0,0,7500000,2023-09-08,,rent,Lagos
A Room Self Contained + Amenites,FLAT / APARTMENT FOR RENT,"Close To Oniru Palace, Oniru Victoria Island, Lagos Oniru Victoria Island Lagos",olusegun-aremu, 9KCHS,False,False,False,0,0,0,2000000,2023-09-08,2023-09-08,rent,Lagos
Newly Built 12 Nos Of A Room Self Contanied,FLAT / APARTMENT FOR RENT,"In A Lovely Area @ Shomolu, Lagos Shomolu Shomolu Lagos",standout-consult, 8KCHS,True,False,False,1,1,1,600000,2023-09-08,2023-09-08,rent,Lagos
New Built 12 Units Of Standard Roomself Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Shomolu Shomolu Lagos,jaykay-realty-network, 6KCHS,False,False,False,1,1,1,600000,2023-09-08,2023-09-08,rent,Lagos
Extremely Spacious Room Self Contain In Ilasan,FLAT / APARTMENT FOR RENT,Salem Bus Stop Ilasan Lekki Lagos,projects-and-services, 2KCDM,False,False,False,3,0,0,1400000,2023-09-08,,rent,Lagos
A Nice 2bedroom Flat At Bobby Olofa Akala Estate,2 BEDROOM HOUSE FOR RENT,Akala Estate Akobo Akobo Ibadan Oyo,rentalhub_island, 4KCHS,False,False,True,3,2,2,500000,2023-09-08,,rent,Oyo
"Exquisitely Finished, Lovely, 2 Bedroom @ Yaba",2 BEDROOM FLAT / APARTMENT FOR RENT,Adekunle Yaba Lagos,macbeals-integrated-services, 3KCHS,True,False,False,1,1,1,1500000,2023-09-08,,rent,Lagos
A Newly Built 3bedroom Flat At Akala Estate,3 BEDROOM HOUSE FOR RENT,Akobo Ibadan Oyo,478, 2KCHS,True,False,False,2,3,3,600000,2023-09-08,,rent,Oyo
