title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,type,state
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,itj-realtor, 4KBJD,True,True,False,5,5,6,450000000,2023-08-31,2023-09-08,for sale,Lagos
Filling Station,COMMERCIAL PROPERTY FOR SALE,Oke Afa Isolo Lagos,effective-homes, 6KBKP,True,False,False,0,0,0,450000000,2023-09-01,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM FLAT / APARTMENT FOR SALE,Ajah Lagos,boprinhomes1, 6KBJT,False,False,False,0,0,0,70000000,2023-08-31,2023-09-08,for sale,Lagos
Residential Land,LAND FOR SALE,Osapa London Lekki Lagos,rydal-mews-limited3, 4KBGG,False,False,False,0,0,0,450000,2023-08-31,2023-09-08,for sale,Lagos
6 Bedroom Detached Duplex,6 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,chrystal-abodes1, 0KBGE,False,False,False,6,0,0,280000000,2023-08-31,2023-09-08,for sale,Lagos
Luxury 5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lekki Lagos,michael-emenanjor1, 8KBFZ,True,False,False,5,5,6,250000000,2023-08-31,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,conhoiceshomes, 4KBAA,True,True,True,4,4,5,170000000,2023-08-29,2023-09-08,for sale,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Iwaya Yaba Lagos,chamanproperties, 8KAZM,True,False,True,3,3,4,37000000,2023-08-29,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Oral Estate Chevron Lekki Lagos,michael-emenanjor1, 9KBEH,False,False,False,4,4,5,4000000,2023-08-30,2023-09-08,for sale,Lagos
Spacious 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Oniru Victoria Island Lagos,mls-properties1, 6KBEG,True,False,False,4,4,5,190000000,2023-08-30,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM FLAT / APARTMENT FOR SALE,Ikate Lekki Phase 2 Lekki Lagos,chamanproperties, 8KBDU,False,False,False,2,2,3,200000000,2023-08-30,2023-09-08,for sale,Lagos
Serviced 3 Bedroom Apartment With Bq,3 BEDROOM FLAT / APARTMENT FOR SALE,By Us Embassy Eko Atlantic Victoria Island Lagos,conhoiceshomes, 1KBDN,True,True,True,5,5,6,620500,2023-08-30,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,conhoiceshomes, 9KBDM,True,True,True,2,2,3,450000000,2023-08-30,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,394, 8KAVP,True,False,False,0,0,0,75000000,2023-08-28,2023-09-08,for sale,Lagos
Newly Built 4 Units Of 2 Bedroom Flat,2 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,michael-emenanjor1, 4KAVN,True,False,False,4,4,5,85000000,2023-08-28,2023-09-08,for sale,Lagos
Land Measuring 500sqm,LAND FOR SALE,Industrial Area Ikorodu Lagos,emmanuel-okafor-co, 8KAYL,False,False,False,0,0,0,3500000000,2023-08-29,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Gateway Estate Magodo Gra Phase 1 Ojodu Lagos,giwa, 2KBAZ,True,False,False,5,0,0,85000000,2023-08-29,2023-09-08,for sale,Lagos
Newly Built 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,michael-emenanjor1, 7KBAN,True,True,True,1,1,1,40000000,2023-08-29,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex With Bq,HOUSE FOR SALE,Ikota Gra Lekki Lagos,394, 1KBAN,False,False,False,0,0,0,75000000,2023-08-29,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,conhoiceshomes, 9KBAA,True,True,True,5,5,6,115000000,2023-08-29,2023-09-08,for sale,Lagos
3 Bedroom Apartment,3 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,394, 9KATB,True,False,False,3,3,3,65000000,2023-08-28,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Duplex,HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,wendeehomes, 6KAWP,False,False,False,0,0,0,150000000,2023-08-28,2023-09-08,for sale,Lagos
Commercial Building,COMMERCIAL PROPERTY FOR SALE,Ligali Ayorinde Victoria Island Lagos,phlox-ventures, 7KAWK,False,False,False,0,0,0,500000000,2023-08-28,2023-09-08,for sale,Lagos
6 Bedroom Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,conhoiceshomes, 3KAWK,True,True,True,4,4,5,85000000,2023-08-28,2023-09-08,for sale,Lagos
Newly Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Jahi Abuja,michael-emenanjor1, 8KAVX,True,True,False,4,4,5,70000000,2023-08-28,2023-09-08,for sale,Abuja
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SALE,Lagos Business School Off Lekki Epe Expressway Ajah Lagos,themmiepropertiesrealty, 5KAVQ,False,False,False,4,0,0,75000000,2023-08-28,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ilasan Ikate Lekki Lagos,michael-emenanjor1, 1KAXC,True,False,False,4,4,5,130000000,2023-08-29,2023-09-08,for sale,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lekki Lagos,394, 0KAXB,True,False,False,4,4,5,135000000000,2023-08-29,2023-09-08,for sale,Lagos
Mixed Use Land,LAND FOR SALE,Epe Lagos,taiwosalamandco, 3KAWZ,False,False,False,0,0,0,800000,2023-08-28,2023-09-08,for sale,Lagos
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,rentalhub_island, 6KAUD,False,False,False,0,0,0,240000000,2023-08-28,2023-09-08,for sale,Lagos
Land Measuring 500sqm,LAND FOR SALE,Eleko Ibeju Lekki Lagos,bunmi-awoyemi, 7KAWY,False,False,False,0,0,0,34000000,2023-08-28,2023-09-08,for sale,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SALE,Epe Lagos,bunmi-awoyemi, 1KAWY,False,False,False,3,0,0,29000000,2023-08-28,2023-09-08,for sale,Lagos
5 Bedroom Fully Detached Duplex,5 BEDROOM FLAT / APARTMENT FOR SALE,Eleko Ibeju Lekki Lagos,bunmi-awoyemi, 1KAWX,False,False,False,5,6,6,240000,2023-08-28,2023-09-08,for sale,Lagos
Half Plot Of Land,LAND FOR SALE,Back Of Agbabiaka Secondary School Upper Gaa Akakanbi Ilorin Kwara,chrystal-abodes1, 9KAUC,False,False,False,5,0,0,275000000,2023-08-28,2023-09-08,for sale,Kwara
Land Measuring 871.886sqm,LAND FOR SALE,Agboyi Road Ketu Lagos,ojo-adebiyi, 6KATS,False,False,False,0,0,0,35000000,2023-08-28,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,chrystal-abodes1, 7KART,True,False,False,4,4,5,120000000,2023-08-27,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex With Bq,HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,394, 3KAGQ,True,False,False,0,0,0,450000000,2023-08-24,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,chrystal-abodes1, 3KARS,False,False,False,5,5,6,150000000,2023-08-27,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,joeetoniru, 4KARR,False,False,False,4,4,5,55000000,2023-08-27,2023-09-08,for sale,Lagos
Newly Built Studio Apartment,FLAT / APARTMENT FOR SALE,"Off St Finbars Road, Akoka Yaba Lagos",damdave-consults, 9KAPM,True,True,True,0,0,0,11000000,2023-08-26,2023-09-08,for sale,Lagos
Standard 5 Bedroom Detached Duplex + Bq,5 BEDROOM HOUSE FOR SALE,Omole Phase 2 Ojodu Lagos,paymonthly, 4KAPM,True,False,False,5,6,6,300000000,2023-08-26,2023-09-08,for sale,Lagos
1 Acre Of Dry Land,LAND FOR SALE,Around Deeper Life Church Soluyi Gbagada Lagos,frank-nelly, 9KAPB,False,False,False,0,0,0,800000000,2023-08-26,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,joeetoniru, 8KALU,False,False,False,4,4,5,100000000,2023-08-25,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,joeetoniru, 5KALT,False,False,False,4,4,5,120000000,2023-08-25,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Life Camp Abuja,ademeso-olalekan-ademola, 2JZYP,True,False,False,4,4,5,55000000,2023-08-22,2023-09-08,for sale,Abuja
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Vgc Lekki Lagos,adetunji-joseph1, 7KAKT,False,False,False,4,5,5,100000000,2023-08-25,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM FLAT / APARTMENT FOR SALE,Chevron Lekki Lagos,blessing-tyohemba, 3JZWS,False,False,False,5,5,5,90000000,2023-08-21,2023-09-08,for sale,Lagos
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,lusquared-properties-ltd, 8KAFH,True,True,True,4,0,0,135000000,2023-08-24,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Second Tollgate Lekki Lagos,joeetoniru, 5KAHK,False,False,False,4,4,5,70000000,2023-08-24,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Lekki County Ikota Lekki Lagos,conhoiceshomes, 3KAFC,True,True,True,5,5,6,330000000,2023-08-24,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,394, 1KAFC,True,False,False,4,4,5,85000000,2023-08-24,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,conhoiceshomes, 0KAFB,True,True,True,5,5,6,160000000,2023-08-24,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,conhoiceshomes, 5KAFA,True,True,True,5,5,6,310000000,2023-08-24,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM FLAT / APARTMENT FOR SALE,2nd Tollgate Along Lekki Expressway Lekki Lagos,themmiepropertiesrealty, 8KAEV,False,False,False,4,0,0,65000000,2023-08-24,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Lekki County Homes Lekki Lagos,394, 8KAEG,True,False,False,5,5,6,190000000,2023-08-23,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,394, 3KAEG,True,False,False,5,5,6,320000000,2023-08-23,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex,HOUSE FOR SALE,Orchid Lekki Lagos,394, 4KAEE,True,False,False,0,0,0,270000000,2023-08-23,2023-09-08,for sale,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,394, 9KAEC,True,False,False,2,2,3,45000000,2023-08-23,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,394, 9KAEB,True,False,False,4,4,5,155000000,2023-08-23,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,394, 6KAEB,True,False,False,5,5,6,160000000,2023-08-23,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,394, 4KAEA,True,False,False,4,4,5,170000000,2023-08-23,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Alli Balogun Close Adeniyi Jones Ikeja Lagos,troloppe-property-services3, 5KACC,False,True,False,4,4,4,160000000,2023-08-23,2023-09-08,for sale,Lagos
Landed Property,LAND FOR SALE,Magodo Kosofe Ikosi Lagos,ogochukwu-obidike, 7KABU,False,False,False,0,0,0,55000000,2023-08-23,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,conhoiceshomes, 7KABC,True,True,True,4,4,5,140000000,2023-08-23,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,conhoiceshomes, 5KABC,True,True,True,4,4,5,75000000,2023-08-23,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,conhoiceshomes, 2KABC,True,True,True,5,5,6,270000000,2023-08-23,2023-09-08,for sale,Lagos
4 Bedroom Detached Duplex At Adeniy Jones,4 BEDROOM HOUSE FOR SALE,"Aba Johnson Crescent, Adeniyi Jones Ikeja Lagos",conhoiceshomes, 0KABC,True,True,True,5,5,6,190000000,2023-08-23,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Wuye Abuja,394, 6KABA,True,False,False,4,4,5,220000000,2023-08-23,2023-09-08,for sale,Abuja
Spacious 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Osapa Lekki Lagos,394, 4JZQY,True,False,False,4,4,5,95000000,2023-08-19,2023-09-08,for sale,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,joeetoniru, 8JZQW,False,False,False,2,2,3,55000000,2023-08-19,2023-09-08,for sale,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,joeetoniru, 1JZQW,False,False,False,2,2,3,45000000,2023-08-19,2023-09-08,for sale,Lagos
Residential Land With C Of O In View,LAND FOR SALE,6th Avenue Festac Amuwo Odofin Lagos,rentalhub_island, 3JZXU,False,False,False,0,0,0,9000000,2023-08-22,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,2 BEDROOM FLAT / APARTMENT FOR SALE,Greenbay Estate Ikota Lekki Lagos,rydal-mews-limited3, 2JZXU,False,True,False,2,2,3,45000000,2023-08-22,2023-09-08,for sale,Lagos
2 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR SALE,Greenbay Estate Ikota Lekki Lagos,rydal-mews-limited3, 5JZXT,False,True,False,1,1,2,40000000,2023-08-22,2023-09-08,for sale,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR SALE,Anthony Enahoro Housing Estate Off Wemco Road Ikeja Lagos,rosemond-hills-limited, 1JZXQ,True,True,False,4,4,5,28000000,2023-08-22,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,HOUSE FOR SALE,Ologolo Lekki Lagos,vic-tobore-properties, 7JZUZ,False,False,True,4,5,5,170000000,2023-08-21,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Agungi Lekki Lagos,conhoiceshomes, 4JZVJ,False,False,False,5,5,6,110000000,2023-08-21,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Orchid Estate Chevron Lekki Lagos,conhoiceshomes, 1JZVJ,True,False,False,4,4,5,340000000,2023-08-21,2023-09-08,for sale,Lagos
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,dechyke-realty, 7JZVH,True,True,True,0,0,0,80000000,2023-08-21,2023-09-08,for sale,Lagos
Land Measuring 600sqm,LAND FOR SALE,The Springfield Gardens Ijana Elemoki Ado Odo Mowe Obafemi Owode Ogun,gudness-reality-ventures1, 3JZUY,False,False,False,4,4,5,900000,2023-08-21,2023-09-08,for sale,Ogun
Land Measuring 300sqm,LAND FOR SALE,"Graceland Garden Ilara Epe, Lagos State. Behind Saints Augustine University Epe Lagos",conhoiceshomes, 3JZVH,False,False,False,5,5,6,165000000,2023-08-21,2023-09-08,for sale,Lagos
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,conhoiceshomes, 9JZVG,True,True,True,5,5,6,165000000,2023-08-21,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Road Lekki Lagos,chrystal-abodes1, 3JZUQ,False,False,False,4,0,0,85000000,2023-08-21,2023-09-08,for sale,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,"Chevron Drive, Gra Lekki Lagos",emmanuel-okafor-co, 0JZUB,False,False,False,4,0,0,95000000,2023-08-21,2023-09-08,for sale,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,394, 4JZTZ,True,False,False,4,4,5,150000000,2023-08-21,2023-09-08,for sale,Lagos
Luxury 4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,"Alalubosa Gra, Ibadan Oyo",rokenproperties, 9JZRY,True,True,False,4,5,5,120000000,2023-08-20,2023-09-08,for sale,Oyo
500sqm Of Land,LAND FOR SALE,Along Lekki Expressway Lekki Lagos,themmiepropertiesrealty, 5JZPC,False,False,False,0,0,0,20000000,2023-08-18,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Fully Detached Duplex,HOUSE FOR SALE,Ikate Lekki Lagos,394, 8JZNY,True,False,False,0,0,0,95000000,2023-08-18,2023-09-08,for sale,Lagos
Newly Built 5 Bedroom Detached Duplex,HOUSE FOR SALE,Ikate Lekki Lagos,394, 2JZNY,True,False,False,0,0,0,420000000,2023-08-18,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,394, 3JZNX,True,False,False,4,4,5,83000000,2023-08-18,2023-09-08,for sale,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,conhoiceshomes, 3JZMT,True,True,True,4,4,5,160000000,2023-08-18,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,HOUSE FOR SALE,Orchid Lekki Lagos,chrystal-abodes1, 6JZNR,True,False,False,0,0,0,85000000,2023-08-18,2023-09-08,for sale,Lagos
5 Bedroom Detached Duplex,HOUSE FOR SALE,Orchid Lekki Lagos,394, 0JZNR,True,False,False,0,0,0,480000000,2023-08-18,2023-09-08,for sale,Lagos
Neatly Built 4 Bedroom Terrace Duplex,HOUSE FOR SALE,Ologolo Lekki Lagos,394, 0JZNQ,True,False,False,0,0,0,90000000,2023-08-18,2023-09-08,for sale,Lagos
"Land Property /4,125.574 Sqm",LAND FOR SALE,Old Ikoyi Ikoyi Lagos,chrystal-abodes1, 4JZNN,False,False,False,0,0,0,850000,2023-08-18,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,conhoiceshomes, 5JZLJ,True,True,False,4,4,5,85000000,2023-08-18,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,conhoiceshomes, 6JZLG,True,True,True,4,4,5,100000000,2023-08-18,2023-09-08,for sale,Lagos
Warehouse,COMMERCIAL PROPERTY FOR SALE,Amuwo Odofin Lagos,emmanuel-okafor-co, 8JZLD,False,False,False,0,0,0,15000000000,2023-08-18,2023-09-08,for sale,Lagos
2 Bedroom Detached Duplex,2 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,conhoiceshomes, 3JZLC,True,True,True,2,2,3,58000000,2023-08-18,2023-09-08,for sale,Lagos
Peridot Estate 550sqm Plots,LAND FOR SALE,"Close To Itoikin Market, Itoikin, Epe Ikorodu Road Epe Lagos",julshomes, 2JZMN,False,False,False,0,0,0,1200000,2023-08-18,2023-09-08,for sale,Lagos
4 Bedroom Semi Detached Duplex House,4 BEDROOM HOUSE FOR SHORTLET,Life Camp Abuja,eniji-international-limited, 8FGNF,False,True,False,4,4,5,32850000,2021-09-01,2023-09-08,short let,Abuja
4 Bedroom Duplex With Penthouse,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Alade Estate Allen Avenue Ikeja Lagos,the-breeze-apartment1, 1JAXR,True,True,True,4,5,5,43800000,2023-02-20,2023-09-08,short let,Lagos
Luxurious 4bedroom Duplex Self Compound,4 BEDROOM HOUSE FOR SHORTLET,Jubril Okelewu Estate Sangotedo Ajah Lagos,the-breeze-apartment1, 1KCKY,True,True,True,4,4,5,40150000,2023-09-08,2023-09-08,short let,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Gra Ikeja Lagos,the-breeze-apartment1, 6JFRV,True,True,True,4,4,5,65700000,2023-04-04,2023-09-08,short let,Lagos
5 Bedroom Duplex With Free Wi Fi,5 BEDROOM HOUSE FOR SHORTLET,Badore Ajah Lagos,eniji-international-limited, 0HJJD,False,True,True,5,5,6,36500000,2022-10-03,2023-09-08,short let,Lagos
Promo: Luxury 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SHORTLET,Eleganza Gardens Estate Opposite Vgc Vgc Lekki Lagos,lovette, 6GXSG,True,True,True,5,5,6,65700000,2022-07-11,2023-09-08,short let,Lagos
5 Bedroom Duplex,5 BEDROOM FLAT / APARTMENT FOR SHORTLET,Adeniyi Jones Ikeja Lagos,the-breeze-apartment1, 1JAQS,True,True,True,5,6,6,54750000,2023-02-17,2023-09-08,short let,Lagos
5 Bedroom Apartment,5 BEDROOM HOUSE FOR SHORTLET,Professor Jubril Aminu Parkview Estate Ikoyi Lagos,mimi-apartments, 7HMAD,True,True,True,5,5,6,65700000,2022-10-24,2023-09-08,short let,Lagos
Luxury 5 Bedroom Duplex,5 BEDROOM HOUSE FOR SHORTLET,S Apo Abuja,bright-innocent1, 1EZVY,False,True,True,5,5,5,58400000,2021-07-11,2023-09-08,short let,Abuja
Spacious 4 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SHORTLET,Banana Island Ikoyi Lagos,outstanding-real-estate-limited, 3KCJU,True,True,False,3,3,4,9125000000,2023-09-08,,short let,Lagos
New Luxury 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Brains And Hammers City Estate Life Camp Abuja,eniji-international-limited, 1GLCL,True,True,True,3,3,4,27375000,2022-04-20,2023-09-08,short let,Abuja
Luxury 3 Bedroom Duplex Self Compound.,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Adeniyi Jones Ikeja Lagos,the-breeze-apartment1, 2JAQH,True,True,True,3,4,4,32850000,2023-02-17,2023-09-08,short let,Lagos
5 Bedroom Apartment,5 BEDROOM HOUSE FOR SHORTLET,"Professor Jubril Aminu, Parkview Estate Ikoyi Lagos",mimi-apartments, 2JVVR,False,True,True,5,5,6,65700000,2023-07-24,2023-09-08,short let,Lagos
"Exclusive 4bedroom Apartment , Comes With Good Facilities,",4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Chevron Lekki Phase 1 Lekki Lagos,eniji-international-limited, 2HMUN,False,True,True,4,4,5,34675000,2022-10-30,2023-09-08,short let,Lagos
Furnished 4bedroom Duplex With Ps5,4 BEDROOM HOUSE FOR SHORTLET,Ikate Lekki Lagos,dozek-co-pr5eO, 2KCJP,False,False,False,4,4,4,43800000,2023-09-08,2023-09-08,short let,Lagos
Newly 4bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Chevron Lekki Lagos,ngozi-eke, 4EJEU,False,True,True,4,5,5,21900000,2021-02-25,2023-09-08,short let,Lagos
4 Bedroom Penthouse,4 BEDROOM HOUSE FOR SHORTLET,Asokoro Abuja,joeetoniru, 7EYHD,False,False,False,3,3,3,80300000,2021-06-30,2023-09-08,short let,Abuja
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Lekki Phase 1 Lekki Lagos,mrmideoseni-homes-properties, 0FFZT,False,False,True,3,3,3,36500000,2021-08-27,2023-09-08,short let,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SHORTLET,Guzape Abuja,kennedy-otunku, 2EZEL,False,True,True,4,4,5,36000000,2021-07-06,2023-09-08,short let,Abuja
4bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,"Erim Place,royal Prime Estate Ikota Lekki Lagos",alema-property, 5EJEW,True,True,False,4,4,5,21900000,2021-02-25,2023-09-08,short let,Lagos
"Luxury 4bedroom Terrace Mansion With Swimming Pool@asokoro,abuja",4 BEDROOM HOUSE FOR SHORTLET,Asokoro Abuja,bright-innocent1, 5EAWD,True,True,True,4,4,4,54750000,2020-11-20,2023-09-08,short let,Abuja
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SHORTLET,Brains And Hammers Estate Life Camp Abuja,eniji-international-limited, 9JWUV,False,True,True,4,4,5,36500000,2023-07-31,2023-09-08,short let,Abuja
Luxury 4bedroom + Swimming Pool,4 BEDROOM HOUSE FOR SHORTLET,Apo Abuja,bright-innocent1, 3FLLC,False,True,True,4,4,4,54750000,2021-10-02,2023-09-08,short let,Abuja
4 Bedroom Apartment,4 BEDROOM HOUSE FOR SHORTLET,Life Camp Abuja,kim-thompson-, 3HMUQ,False,True,True,4,4,5,31025000,2022-10-30,2023-09-08,short let,Abuja
4bedroom Mansion With Swimming Pool,4 BEDROOM HOUSE FOR SHORTLET,Asokoro Abuja,kennedy-otunku, 6EZUT,True,True,True,4,4,5,58400000,2021-07-11,2023-09-08,short let,Abuja
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SHORTLET,Brains And Hammers Life Camp Abuja,paul-ngban, 7DTZX,True,True,True,4,4,6,36500000,2020-08-27,2023-09-08,short let,Abuja
3 Bedroom Semi Detached Duplex,4 BEDROOM FLAT / APARTMENT FOR SHORTLET,Chevron Lekki Lagos,laprenge-properties, 8HPRK,False,False,False,4,4,5,36500000,2022-11-14,2023-09-08,short let,Lagos
6 Bedroom Duplex,6 BEDROOM HOUSE FOR SHORTLET,Chevron Lekki Lagos,future-pride-homes-and-properties-ltd, 4HJND,False,True,True,6,6,6,58400000,2022-10-04,2023-09-08,short let,Lagos
