title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦_yearly,date_posted,date_updated,state
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,prince-uche, 4FSJU,False,True,False,4,4,5,19000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,"Off Banana Island Road, Ikoyi Lagos",joeetoniru, 3JXPV,False,True,False,1,1,1,10000000,2023-08-05,2023-08-11 00:00:00,Lagos
4 Bedroom Terraced Duplex + Bq,4 BEDROOM HOUSE FOR RENT,Boys Town Ipaja Lagos,joeetoniru, 2JXPV,False,False,False,2,2,3,500000,2023-08-05,2023-08-09 00:00:00,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Off Banana Island Road, Ikoyi Lagos",safe-haven-properties, 9JXPU,False,True,True,4,4,5,10000000,2023-08-05,2023-08-11 00:00:00,Lagos
Furnished 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Parkview Estate Ikoyi Lagos,360-degrees, 5JXPU,False,False,False,2,2,3,9000000,2023-08-05,2023-08-11 00:00:00,Lagos
4 Bedroom Semi Detached Duplex + 2 Bq,4 BEDROOM HOUSE FOR RENT,Greenfield Estate Ago Palace Okota Lagos,mr-doriwhally, 3JXPU,False,False,False,0,0,0,1500000,2023-08-05,2023-08-13 00:00:00,Lagos
Relatively New 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Northern Forseshore, Chevron Lekki Lagos",akakuruassociates, 2JXPU,True,True,False,3,2,2,1300000,2023-08-05,2023-08-09 00:00:00,Lagos
Mini Flat,FLAT / APARTMENT FOR RENT,Ogudu Lagos,chima-ottah-chima-associates1, 0JXUS,False,False,False,1,1,1,500000,2023-08-07,2023-08-09 00:00:00,Lagos
Spacious 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,gracealtar-homes1, 7JXUR,True,True,False,1,1,2,2500000,2023-08-07,2023-08-13 00:00:00,Lagos
Single Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,Ikota Lekki Lagos,akakuruassociates, 4JXUR,False,False,True,2,2,3,3500000,2023-08-07,2023-08-09 00:00:00,Lagos
1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Ogudu Lagos,itj-realtor, 8JXUQ,False,False,False,1,1,1,800000,2023-08-07,2023-08-09 00:00:00,Lagos
2 Bedroom Duplex,2 BEDROOM HOUSE FOR RENT,Lekki Lagos,prince-ademola-osinuga, 7JXUQ,True,True,False,3,4,4,11000000,2023-08-07,2023-08-12 00:00:00,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,prince-ademola-osinuga, 8FSJB,False,True,False,4,4,5,10000000,2023-08-07,2023-08-11 00:00:00,Lagos
3 Bedroom Penthouse,3 BEDROOM HOUSE FOR RENT,Ikoyi Lagos,prince-ademola-osinuga, 8FXKW,False,True,False,4,4,5,20000000,2023-08-07,2023-08-11 00:00:00,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Ikoyi Lagos,prince-ademola-osinuga, 7FXLR,True,True,True,4,4,5,17000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,wwwwhitebronzeinvestmentcom, 4FXMR,True,False,False,5,5,6,100000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Maisonette,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 6GAWK,False,False,False,3,4,5,1800000,2023-08-07,2023-08-11 00:00:00,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,"Amity Estate Abijo, Sangotedo Ajah Lagos",prince-ademola-osinuga, 8FXUX,False,False,False,4,0,0,14000000,2023-08-07,2023-08-11 00:00:00,Lagos
Luxury 3 Bedroom Detached Duplex + Bq,3 BEDROOM HOUSE FOR RENT,Central Ikoyi Lagos,prince-ademola-osinuga, 2FXTP,True,True,False,4,4,5,20000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 4FXPU,False,True,False,4,4,5,15000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Banana Island Estate Ikoyi Lagos,prince-ademola-osinuga, 6GYCK,False,True,False,4,4,5,6500000,2023-08-07,2023-08-11 00:00:00,Lagos
5 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR RENT,2nd Avenue Extension Ikoyi Lagos,prince-ademola-osinuga, 9GYNG,False,True,False,2,2,3,30000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Banana Island Estate Ikoyi Lagos,prince-ademola-osinuga, 2GZAG,False,True,True,1,1,1,15000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,mando-properties, 4GZLJ,True,False,False,2,2,3,8000000,2023-08-07,2023-08-11 00:00:00,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 0JXVM,False,True,False,5,5,6,2000000,2023-08-07,2023-08-07 00:00:00,Lagos
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,gracealtar-homes1, 0JXPU,False,False,False,2,2,3,1500000,2023-08-05,2023-08-09 00:00:00,Lagos
Newly Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Ajiwe Ajah Lagos,lambe-and-eboigbe-properties, 9JXPT,False,True,False,1,1,1,4000000,2023-08-05,2023-08-09 00:00:00,Lagos
Executive 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 1, Lekki Lagos",463, 8JXPT,False,False,False,1,1,1,3000000,2023-08-05,2023-08-13 00:00:00,Lagos
4 Bedroom Maisonette,1 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,ekpiwhre-okiemute, 7JXPT,False,False,False,2,2,3,1300000,2023-08-05,2023-08-13 00:00:00,Lagos
Furnished 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Chevron Lekki Lagos,akubueze-amara, 6JXPT,False,False,False,3,3,4,6000000,2023-08-05,2023-08-11 00:00:00,Lagos
Master's Bedroom In A Shared Apartment,2 BEDROOM HOUSE FOR RENT,"Off Admiralty Way, Phase 1 Lekki Lagos",elijah-real-estate-brokers-construction-company, 2JXUQ,True,False,False,4,4,5,13000000,2023-08-07,2023-08-12 00:00:00,Lagos
Furnished 2 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,mafik75-homes-ltd, 0JXUQ,False,False,False,3,3,3,6000000,2023-08-07,2023-08-07 00:00:00,Lagos
Waterfront 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Akala Express Ibadan Oyo,barbsconsult-homes-and-properties, 9JXUP,False,False,False,1,0,0,270000,2023-08-07,2023-08-09 00:00:00,Oyo
3 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Akala Express Ibadan Oyo,wwwwhitebronzeinvestmentcom, 6JXUP,False,False,True,0,1,1,200000,2023-08-07,2023-08-09 00:00:00,Oyo
Room Self Contain,FLAT / APARTMENT FOR RENT,Fola Agoro Yaba Lagos,wwwwhitebronzeinvestmentcom, 4JXUP,False,False,False,1,1,1,1000000,2023-08-07,2023-08-07 00:00:00,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Akala Express Ibadan Oyo,wwwwhitebronzeinvestmentcom, 5GTQM,False,False,False,2,2,3,200000,2023-08-07,2023-08-11 00:00:00,Oyo
Room Self Contained,3 BEDROOM HOUSE FOR RENT,Sangotedo Ajah Lagos,wwwwhitebronzeinvestmentcom, 5GUPU,False,False,False,3,4,5,3000000,2023-08-07,2023-08-11 00:00:00,Lagos
3 Bedroom Duplex,2 BEDROOM FLAT / APARTMENT FOR RENT,Olokonla Ajah Lagos,joeetoniru, 5HETJ,False,False,False,2,2,3,1100000,2023-08-07,2023-08-11 00:00:00,Lagos
Luxury 2 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,Lekki Gardens Estate Ajah Lagos,kolson-properties, 1HETK,False,False,False,3,3,4,2000000,2023-08-07,2023-08-11 00:00:00,Lagos
3 Bedroom Terrace Duplex,3 BEDROOM FLAT / APARTMENT FOR RENT,Lagos Business School Axis Abraham Adesanya Estate Ajah Lagos,ekpiwhre-okiemute, 1HETM,False,False,False,3,3,4,2000000,2023-08-07,2023-08-11 00:00:00,Lagos
Luxury 3 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Yakoyo Alagbole Ojodu Lagos,grandporchhomes, 2JXPT,False,False,True,1,1,1,500000,2023-08-05,2023-08-09 00:00:00,Lagos
Executive Mini Flat,5 BEDROOM HOUSE FOR RENT,"Ikate Elegushi, Lekki Lagos",ekpiwhre-okiemute, 1JXPT,False,False,False,5,5,6,8500000,2023-08-05,2023-08-13 00:00:00,Lagos
5 Bedroom Semi Detached Duplex,2 BEDROOM HOUSE FOR RENT,"Close To Nike Art Gallery, Ikate Lekki Lagos",giftedkings-property, 0JXPT,False,False,False,2,2,3,4000000,2023-08-05,2023-08-09 00:00:00,Lagos
Brand New 2 Bedroom Apartment,4 BEDROOM HOUSE FOR RENT,"Ikate Elegushi, Lekki Lagos",ekpiwhre-okiemute, 8JXPS,False,True,False,4,5,6,6000000,2023-08-05,2023-08-13 00:00:00,Lagos
4 Bedroom Semi Detached Duplex + Bq,1 BEDROOM FLAT / APARTMENT FOR RENT,Greenville Badore Ajah Lagos,city-view-digital-corporate-servces-nig-ltd, 7JXPS,False,False,False,1,0,0,700000,2023-08-05,not updated,Lagos
Clean Mini Flat,4 BEDROOM HOUSE FOR RENT,"Thomas Estate, Ajiwe Ajah Lagos",ekpiwhre-okiemute, 4JXPS,False,False,False,4,4,5,5000000,2023-08-05,2023-08-13 00:00:00,Lagos
5 Bedroom Detached Duplex,3 BEDROOM HOUSE FOR RENT,Garki 1 Abuja,ekpiwhre-okiemute, 2JXPS,False,False,True,3,3,0,3500000,2023-08-05,2023-08-13 00:00:00,Abuja
3 Bedroom Terraced Duplex,2 BEDROOM HOUSE FOR RENT,"Happyland Estate, Olokonla Ajah Lagos",grandporchhomes, 1JXPS,False,False,False,2,2,3,1300000,2023-08-05,2023-08-13 00:00:00,Lagos
2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,Thomas Estate Ajah Lagos,ekpiwhre-okiemute, 0JXPS,False,True,False,2,2,3,2400000,2023-08-05,2023-08-13 00:00:00,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,first-homes1, 9JXPR,False,False,False,2,2,3,3000000,2023-08-05,2023-08-09 00:00:00,Lagos
Spacious 2 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,"Thomas Estate, Ajah Lagos",wwwwhitebronzeinvestmentcom, 8JXPR,False,False,False,3,3,4,3000000,2023-08-05,2023-08-13 00:00:00,Lagos
3 Bedroom Apartment,4 BEDROOM HOUSE FOR RENT,Adeniyi Jones Ikeja Lagos,wwwwhitebronzeinvestmentcom, 7JXPR,True,False,False,4,5,5,10000000,2023-08-05,2023-08-05 00:00:00,Lagos
New 4 Bedroom Terraced Duplex + Bq,3 BEDROOM FLAT / APARTMENT FOR RENT,Oral Estate Lekki Lagos,wwwwhitebronzeinvestmentcom, 5JXPR,True,False,False,3,3,4,2700000,2023-08-05,2023-08-13 00:00:00,Lagos
3 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Olokonla Ajah Lagos,wwwwhitebronzeinvestmentcom, 4JBZK,True,True,False,2,2,3,1500000,2023-08-07,2023-08-11 00:00:00,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Olokonla Ajah Lagos,wwwwhitebronzeinvestmentcom, 8JCBG,False,False,False,2,2,3,1500000,2023-08-07,2023-08-11 00:00:00,Lagos
2 Bedroom Duplex,3 BEDROOM HOUSE FOR RENT,Lekki Gardens Estate Ajah Lagos,prince-ademola-osinuga, 6JCWF,False,False,False,3,3,4,2000000,2023-08-07,2023-08-11 00:00:00,Lagos
3 Bedroom Duplex,2 BEDROOM FLAT / APARTMENT FOR RENT,Olokonla Ajah Lagos,360-degrees, 5JDGH,False,False,False,2,2,3,1100000,2023-08-07,2023-08-11 00:00:00,Lagos
Executive 2 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,Thomas Estate Ajah Lagos,prince-ademola-osinuga, 1JEXR,True,True,False,4,4,5,3500000,2023-08-07,2023-08-11 00:00:00,Lagos
3 Bedroom Detached Bungalow + Bq,4 BEDROOM HOUSE FOR RENT,Ikoyi Lagos,prince-ademola-osinuga, 7FYBK,False,False,False,0,0,0,15000000,2023-08-07,2023-08-11 00:00:00,Lagos
Self Serviced Studio Apartment,FLAT / APARTMENT FOR RENT,"Phase 1, Lekki Lagos",prince-ademola-osinuga, 8JXVN,False,False,False,4,4,5,600000,2023-08-07,2023-08-09 00:00:00,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,Off Bourdillon Road Ikoyi Lagos,fesgomar-integrated-services, 7FYCC,False,False,False,4,4,5,14000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR RENT,Parkview Estate Ikoyi Lagos,prince-ademola-osinuga, 1FYCD,False,False,False,4,4,5,6000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR RENT,Parkview Estate Ikoyi Lagos,abimbola-dada, 3FYCF,False,False,False,3,3,4,9000000,2023-08-07,2023-08-11 00:00:00,Lagos
Standard 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikosi Ketu Kosofe Ikosi Lagos,prince-ademola-osinuga, 6JXVN,False,False,False,4,4,5,2200000,2023-08-07,not updated,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,prince-ademola-osinuga, 9FYDB,False,False,False,4,4,5,12500000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Ikate Lekki Lagos,prince-ademola-osinuga, 4JXVN,False,False,False,5,5,6,6000000,2023-08-07,2023-08-11 00:00:00,Lagos
5 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,wwwwhitebronzeinvestmentcom, 0FYCG,False,False,False,4,4,5,10000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,Central Ikoyi Ikoyi Lagos,unlock-real-estate, 3FYCK,False,False,False,4,4,5,16000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Central Ikoyi Ikoyi Lagos,wwwwhitebronzeinvestmentcom, 3FYCW,False,False,False,3,4,5,8000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,elijah-real-estate-brokers-construction-company, 7JXVL,True,True,True,5,5,6,15000000,2023-08-07,2023-08-11 00:00:00,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,Lekki Lagos,damdave-consults, 6JEXS,False,True,True,4,5,6,20000000,2023-08-07,2023-08-09 00:00:00,Lagos
Luxury 4 Bedroom Detached Duplex + Bq,4 BEDROOM HOUSE FOR RENT,Thomas Estate Ajah Lagos,fesgomar-integrated-services, 7JHXL,False,False,False,2,2,3,5000000,2023-08-07,2023-08-11 00:00:00,Lagos
Executive 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Tera Annex Estate Sangotedo Ajah Lagos,prince-ademola-osinuga, 3JXUP,True,True,True,1,2,2,1100000,2023-08-07,2023-08-11 00:00:00,Lagos
Standard Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Bode Thomas Surulere Lagos,prince-ademola-osinuga, 2JXUP,False,False,False,0,0,0,900000,2023-08-07,2023-08-09 00:00:00,Lagos
Decent Room Self Contain,FLAT / APARTMENT FOR RENT,Shangisha Kosofe Ikosi Lagos,prince-ademola-osinuga, 5JXPL,False,True,False,2,2,2,500000,2023-08-07,not updated,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Berger Ojodu Lagos,prince-ademola-osinuga, 3FZTL,False,True,False,4,4,5,1400000,2023-08-05,2023-08-13 00:00:00,Lagos
5 Bedroom Duplex,5 BEDROOM HOUSE FOR RENT,Central Ikoyi Ikoyi Lagos,prince-ademola-osinuga, 2FYCY,False,False,False,5,5,6,20000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Central Ikoyi Ikoyi Lagos,pens-and-walls1, 7FYKJ,False,False,False,4,4,5,15000000,2023-08-07,2023-08-11 00:00:00,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,king-palace-consulting, 8FYHT,False,True,False,3,3,4,300000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR RENT,2nd Avenue Extension Ikoyi Lagos,megalux-homes, 2FYDD,False,False,False,4,4,5,7000000,2023-08-07,2023-08-11 00:00:00,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,grandporchhomes, 9JXPK,True,False,False,1,1,1,12000000,2023-08-07,2023-08-11 00:00:00,Lagos
Self Contained Room,1 BEDROOM FLAT / APARTMENT FOR RENT,"Nneh Mich Estate, Igbo Efon Lekki Lagos",thykop-real-estate-management, 6JXPK,True,True,False,0,0,0,800000,2023-08-05,2023-08-09 00:00:00,Lagos
Spacious Room In A Shared Apartment Haris Drive,FLAT / APARTMENT FOR RENT,"White Oak Estate, Harris Drive, Vgc Lekki Lagos Vgc Lekki Lagos",giftedkings-property, 6JXPC,False,False,False,2,2,3,800000,2023-08-05,2023-08-12 00:00:00,Lagos
Spacious 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,"Phase 1, Lekki Lagos",cwre-ltd, 2JXPC,False,False,False,2,2,3,4000000,2023-08-05,2023-08-09 00:00:00,Lagos
Portable 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Magodo Gra Phase 1 Ojodu Lagos,ti-properties, 3JXPB,False,False,False,3,0,0,700000,2023-08-05,2023-08-09 00:00:00,Lagos
Spacious 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 1, Lekki Lagos",prince-ademola-osinuga, 0JXPB,True,True,False,2,2,3,8500000,2023-08-05,2023-08-07 00:00:00,Lagos
Luxury 2 Bedroom Apartment + Bq,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,prince-ademola-osinuga, 6JXPA,True,False,False,2,3,3,8000000,2023-08-05,2023-08-11 00:00:00,Lagos
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Abijo Ajah Lagos,wwwwhitebronzeinvestmentcom, 4JXPA,False,True,False,4,4,5,1200000,2023-08-05,not updated,Lagos
4 Bedroom Semi Detached Duplex + A Bq,4 BEDROOM HOUSE FOR RENT,Chevron Lekki Lagos,wwwwhitebronzeinvestmentcom, 1GCBC,False,False,False,4,4,5,5000000,2023-08-05,2023-08-13 00:00:00,Lagos
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Estate Ikoyi Lagos,unlock-real-estate, 1GCBG,False,True,False,4,4,0,22000000,2023-08-07,2023-08-11 00:00:00,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Olokonla Ajah Lagos,pdan-property-lagos, 7JLAV,True,False,False,2,2,3,1300000,2023-08-07,2023-08-11 00:00:00,Lagos
Contemporary 5 Bedroom Detached Duplex,5 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Lagos,havivah-umanah1, 6JXVL,True,True,True,5,5,6,20000000,2023-08-07,2023-08-09 00:00:00,Lagos
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Ojota Ogudu Lagos,463, 4JXVL,False,False,False,2,2,2,1100000,2023-08-07,2023-08-13 00:00:00,Lagos
Self Serviced 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,"Phase 1, Lekki Lagos",yemi-adepoju, 5JXNZ,False,False,False,4,5,5,4000000,2023-08-05,2023-08-13 00:00:00,Lagos
4 Bedroom Terraced Duplex + Bq,4 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,grandporchhomes, 4JXNZ,True,False,False,5,0,5,4000000,2023-08-05,2023-08-09 00:00:00,Lagos
5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR RENT,"Bridgegate Estate, Agungi Lekki Lagos",distinct-pragmatic-limited, 0JXNZ,False,False,False,4,4,5,5000000,2023-08-05,2023-08-09 00:00:00,Lagos
4 Bedroom Semi Detached Duplex + Bq,4 BEDROOM HOUSE FOR RENT,"West End Estate, Lekky County Homes Ikota Lekki Lagos",fesgomar-integrated-services, 4JXNY,False,False,False,2,2,3,3500000,2023-08-05,2023-08-09 00:00:00,Lagos
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Ilaje Ajah Lagos,purple-ribbon-properties, 0JXVL,False,False,False,0,0,0,1800000,2023-08-07,not updated,Lagos
Decent Self Contained Room,FLAT / APARTMENT FOR RENT,River Valley Estate Ojodu Lagos,rustonrealtors, 9JXVK,False,False,False,2,0,0,500000,2023-08-07,not updated,Lagos
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Mercyland Estate Baruwa Ipaja Lagos,emmyproperties, 6JXVK,False,False,False,2,2,3,600000,2023-08-07,2023-08-12 00:00:00,Lagos
Luxury 2 Bedroom Bungalow,2 BEDROOM HOUSE FOR RENT,"Aerodrome Gra, Samonda Ibadan Oyo",kolson-properties, 5JXVK,False,True,False,1,1,1,1500000,2023-08-07,2023-08-09 00:00:00,Oyo
Spacious Studio Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,"Orchid Road, Before Round Road, Along Lekki Expressway Lekki Lagos",mik-cobalt-consult, 8JXSV,False,False,True,1,1,1,1400000,2023-08-06,2023-08-09 00:00:00,Lagos
Executive Self Contained Room,1 BEDROOM FLAT / APARTMENT FOR RENT,"Isheri Magodo Ph1, Ojodu Lagos",apartmentguys, 7JXSV,False,False,False,3,3,4,300000,2023-08-06,2023-08-09 00:00:00,Lagos
Renovated 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"Near Vio Office, Mabushi Abuja",degeniusxpropertyworld, 4JXSV,True,True,False,3,3,4,3200000,2023-08-06,2023-08-09 00:00:00,Abuja
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Amuwo Odofin Lagos,ekpiwhre-okiemute, 4JXPR,False,True,False,1,1,2,2500000,2023-08-05,2023-08-09 00:00:00,Lagos
4 Units Of 3 Bedroom Flats,3 BEDROOM FLAT / APARTMENT FOR RENT,"Ikate, Surulere Lagos",sunday-bassey, 3JXPR,True,True,False,2,2,3,2500000,2023-08-05,2023-08-13 00:00:00,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Off Admiralty Way, Phase 1 Lekki Lagos",ekpiwhre-okiemute, 0JXPR,False,True,False,4,4,5,3300000,2023-08-05,2023-08-09 00:00:00,Lagos
13 Units Of 2 Bedroom Apartments,2 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,sabs-asset-limited, 9JXPQ,False,False,False,4,4,5,5000000,2023-08-05,2023-08-13 00:00:00,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR RENT,Chevron Lekki Lagos,julietjonathan, 8JXPQ,False,False,False,1,0,0,8000000,2023-08-05,2023-08-09 00:00:00,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM FLAT / APARTMENT FOR RENT,Katampe Ext Abuja,cwre-ltd, 5JXPQ,True,True,False,4,4,5,1200000,2023-08-05,2023-08-09 00:00:00,Abuja
Clean Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,sunday-bassey, 3JXPQ,True,True,False,5,5,6,19000000,2023-08-05,2023-08-11 00:00:00,Lagos
Luxury 4 Bedroom Apartment + Bq,4 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,sunday-bassey, 9JXPP,False,True,False,3,3,4,5000000,2023-08-05,2023-08-09 00:00:00,Lagos
5 Bedroom Detached Duplex + Bq,5 BEDROOM HOUSE FOR RENT,"Lekki Palm City Estate, Ajah Lagos",grandporchhomes, 8JXPN,True,False,False,2,2,3,4000000,2023-08-05,2023-08-09 00:00:00,Lagos
Luxury 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,maselhomesnproperties, 3JXPN,True,True,False,2,3,3,1500000,2023-08-05,2023-08-09 00:00:00,Lagos
Executive 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,"Agboyi Estate, Alapere Ketu Lagos",kest-professional-services-ltd, 1JXPN,False,False,False,4,4,5,4000000,2023-08-05,2023-08-09 00:00:00,Lagos
Clean 4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR RENT,Ologolo Lekki Lagos,brickbarnservices, 1JXSV,True,True,True,0,1,1,1600000,2023-08-06,2023-08-09 00:00:00,Lagos
Newly Built 4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"Ali Balogun Steet, Adeniyi Jones Ikeja Lagos",first-homes1, 2JXSU,False,False,False,0,0,0,8000000,2023-08-06,2023-08-13 00:00:00,Lagos
A Self Contained Room,FLAT / APARTMENT FOR RENT,"Lekki Epe Expressway, Awoyaya Ajah Lagos",royalpropertykonsult, 1JXSU,True,False,False,4,4,5,250000,2023-08-06,2023-08-13 00:00:00,Lagos
Newly Built Self Contained Room,FLAT / APARTMENT FOR RENT,"By Charlie Boy, Phase 1 Gbagada Lagos",king-palace-consulting, 0JXSU,False,False,False,4,4,5,700000,2023-08-06,2023-08-06 00:00:00,Lagos
Brand New Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Seaside Estate, Badore Ajah Lagos",grandporchhomes, 9JXST,False,False,False,2,2,3,900000,2023-08-06,2023-08-13 00:00:00,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"Victoria Crest V, Vgc Lekki Lagos",wnl, 0JXPN,False,True,False,2,0,0,3800000,2023-08-05,2023-08-09 00:00:00,Lagos
Spacious 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,"Phase 1, Lekki Lagos",royalpropertykonsult, 7JXPM,True,False,False,2,2,3,4000000,2023-08-05,2023-08-09 00:00:00,Lagos
