title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,state
Exotic 3 Bedroom Semi Detached Duplex+bq,3 BEDROOM HOUSE FOR SALE,Ajah Lagos,itj-realtor, 6JWPP,True,False,True,3,4,4,65000000,2023-07-29,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,akubueze-amara, 9JWMA,True,False,False,1,1,2,85000000,2023-07-28,2023-08-12,Lagos
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,itj-realtor, 4JWMA,True,False,True,1,2,2,49900000,2023-07-28,2023-08-12,Lagos
1 Bedroom Apartment,1 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,joeetoniru, 1JWMA,False,False,False,4,4,5,38000000,2023-07-28,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,joeetoniru, 6JWLX,False,False,False,5,5,6,95000000,2023-07-28,2023-08-12,Lagos
4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,cwre-ltd, 1JWLX,True,False,False,5,5,6,69500000,2023-07-28,2023-08-12,Lagos
2 Bedroom Flat,8 BEDROOM HOUSE FOR SALE,Valley View Estate Aboru Ipaja Lagos,opnethomes, 6JWKA,False,False,True,0,0,0,35000000,2023-07-28,2023-08-12,Lagos
2 Bedroom Flat,4 BEDROOM HOUSE FOR SALE,Gberigbe Ikorodu Lagos,purple-ribbon-properties, 6JWJZ,False,False,False,10,0,0,11000000,2023-07-28,2023-08-12,Lagos
Story Building,10 BEDROOM HOUSE FOR SALE,Igbogbo Ikorodu Lagos,nikolight-property, 4JWJZ,False,False,True,3,4,4,25000000,2023-07-28,2023-08-12,Lagos
Exquisite 3 Bedroom Terraced Duplex + Bq,3 BEDROOM HOUSE FOR SALE,Ajah Lagos,itj-realtor, 0JWPP,True,False,True,3,4,4,60000000,2023-07-29,2023-08-12,Lagos
500 Sqm Land,LAND FOR SALE,Abraham Adesanya Estate Ajah Lagos,wwwvergeteapropertiescom, 6JWLW,True,False,True,3,4,4,62500000,2023-07-28,2023-08-12,Lagos
Automated 4 Bedroom Detached Duplex + Bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,alphalux-realty-alphalux-realty, 5JWPL,False,True,False,6,7,7,270000000,2023-07-29,2023-08-12,Lagos
6 Bedroom Mansion,6 BEDROOM HOUSE FOR SALE,"Diplomatic Zone, Maitama Abuja",naija-choice-property, 4JWPL,True,False,False,0,0,0,950000000,2023-07-29,2023-08-12,Abuja
Luxury 5 Bedroom Detached Duplex + Bq,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 5JWLW,False,False,False,0,0,0,180000000,2023-07-29,2023-08-12,Lagos
Beautiful 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Victoria Island Lagos,toms-properties, 8JWLV,True,False,True,2,3,3,260000000,2023-07-28,2023-08-12,Lagos
6 Bedroom Duplex,6 BEDROOM HOUSE FOR SALE,Awolowo Ilorin Kwara State Ilorin Kwara,itj-realtor, 3JWLV,True,False,True,5,6,6,65000000,2023-07-28,2023-08-12,Kwara
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,ridwan-babalola, 2JWLV,True,False,True,4,5,5,230000000,2023-07-28,2023-08-12,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Adeoyo Ibadan Oyo,joeetoniru, 9JWLU,True,True,True,3,4,4,90000000,2023-07-28,2023-08-12,Oyo
450sqm Of Land,LAND FOR SALE,Ilaje Ajah Lagos,ridwan-babalola, 4JWLU,True,False,True,3,4,4,25000000,2023-07-28,2023-08-12,Lagos
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,"Ajibade, Moniya. Akinyele Oyo",cwre-ltd, 1JWLU,True,False,True,5,6,6,8000000,2023-07-28,2023-08-12,Oyo
Beautiful 4 Bedroom Terraced Duplexes + Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,joeetoniru, 2JWPJ,False,False,False,3,0,0,80000000,2023-07-29,2023-08-12,Lagos
Beautiful 3 Bedroom Terraced Duplexes + Bq,3 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,king-palace-consulting, 1JWJX,False,False,False,4,4,5,53000000,2023-07-29,2023-08-12,Lagos
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,itj-realtor, 4JWPH,True,False,True,4,5,5,1200000000,2023-07-29,2023-08-12,Lagos
Spacious 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR SALE,Guzape Abuja,itj-realtor, 6JWPG,True,False,True,5,6,6,400000000,2023-07-29,2023-08-12,Abuja
Newly Built 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,itj-realtor, 4JWPG,True,False,True,4,5,5,160000000,2023-07-29,2023-08-12,Lagos
4 Bedroom Detached Duplex + Bq,4 BEDROOM HOUSE FOR SALE,Harris Drive Vgc Lekki Lagos,chirealtor, 2JWPG,True,False,True,0,0,0,360000000,2023-07-29,2023-08-12,Lagos
Newly Built 5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,superite-africa, 0JWPE,True,True,False,4,4,5,350000000,2023-07-29,2023-08-12,Lagos
2 Bedroom Apartment,2 BEDROOM HOUSE FOR SALE,Abijo Ajah Lagos,joeetoniru, 4JWPD,False,False,False,3,3,4,35000000,2023-07-29,2023-08-12,Lagos
Luxury 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Osapa London Lekki Lagos,emir-soft-nigeria-limited, 0JWPD,False,False,False,4,0,0,55000000,2023-07-29,2023-08-12,Lagos
Residential Land,LAND FOR SALE,Kubwa Abuja,itj-realtor, 1JWPC,True,False,True,4,5,5,40000000,2023-07-29,2023-08-12,Abuja
Bungalow,HOUSE FOR SALE,Lakowe Ajah Lagos,itj-realtor, 7JWPB,True,False,True,4,5,5,50000000,2023-07-29,2023-08-12,Lagos
Contemporary 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Wuse 2 Abuja,aiirolafin-real-estate-company, 8JWPA,True,False,True,5,6,6,550000000,2023-07-29,2023-08-12,Abuja
Blocks Of Flat,HOUSE FOR SALE,Wuse 2 Abuja,360-degrees, 5JWJQ,True,True,False,4,0,0,1500000000,2023-07-28,2023-08-12,Abuja
4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Life Camp Abuja,shedrack-luka, 5JWHN,True,False,False,4,4,5,230000000,2023-07-27,2023-08-12,Abuja
3 Bedroom Detached Bungalow With Bq,3 BEDROOM HOUSE FOR SALE,Main Lokogoma Abuja,abimbola-dada, 4JWHM,True,True,False,3,3,4,36000000,2023-07-27,2023-08-12,Abuja
Functional Filling Station,COMMERCIAL PROPERTY FOR SALE,"Along Lagos Abeokuta Expressway, After Sango Bridge Ado Odo Ota Ogun",gods-gift-properties-and-investment-a-subsidiary-of-douglas-ifada-associates, 1JWHH,True,False,False,3,3,4,70000000,2023-07-27,2023-08-12,Ogun
Fenced Land Measuring 1236sqm,LAND FOR SALE,Kolapo Ishola Gra Phase 2 Akobo Ibadan Oyo,shedrack-luka, 2JWHG,True,True,False,3,3,4,80000000,2023-07-27,2023-08-12,Oyo
2 Units Of 4 Bedrooom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,mrmideoseni-homes-properties, 6JWHF,True,False,False,4,4,5,90000000,2023-07-27,2023-08-12,Lagos
4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,shedrack-luka, 0JWEL,True,True,False,4,4,5,165000000,2023-07-26,2023-08-12,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Close To Naval Quarters Jahi Abuja,cwre-ltd, 6JWEK,True,True,False,3,3,4,65000000,2023-07-26,2023-08-12,Abuja
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,gods-gift-properties-and-investment-a-subsidiary-of-douglas-ifada-associates, 4JWHE,True,False,True,5,6,6,320000000,2023-07-27,2023-08-12,Lagos
4 Plots Of Land,LAND FOR SALE,Orchid Chevron Lekki Lagos,ben-solomon, 6JWHD,True,False,True,5,6,6,350000000,2023-07-27,2023-08-12,Lagos
Furnished 6 Bedroom Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Thinkers Corner Enugu Enugu,cwre-ltd, 6JWHA,True,False,True,2,3,3,300000000,2023-07-27,2023-08-12,Enugu
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 0JWHA,True,False,True,5,6,6,45000000,2023-07-27,2023-08-12,Lagos
Newly Built 2 Bedroom Terrace Apartment,2 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 6JWGZ,True,False,True,5,6,6,200000000,2023-07-27,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Lekki County Ikota Lekki Lagos,itj-realtor, 0JWEG,True,False,True,5,6,6,130000000,2023-07-26,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,christian-onichakwe, 8JWEF,True,False,True,3,3,4,180000000,2023-07-26,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,itj-realtor, 7JWEF,True,True,False,4,5,5,250000000,2023-07-26,2023-08-12,Lagos
Newly Built 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Chevron Tollgate Lekki Phase 2 Lekki Lagos,itj-realtor, 3JWEF,True,True,False,5,6,6,170000000,2023-07-26,2023-08-12,Lagos
Newly Built 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Chevron Toll Gate Lekki Phase 2 Lekki Lagos,christian-onichakwe, 0JWEF,True,False,True,4,4,5,160000000,2023-07-26,2023-08-12,Lagos
5 Bedroom Semi Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,sunday-bassey, 9JWEE,True,False,False,4,4,5,280000000,2023-07-26,2023-08-12,Lagos
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 6JWEE,False,False,False,2,3,3,260000000,2023-07-26,2023-08-12,Lagos
Land Measuring 666.944sqm,LAND FOR SALE,Opic Estate Isheri North Ojodu Lagos,chirealtor, 2JWEE,False,False,False,0,0,0,80000000,2023-07-26,2023-08-12,Lagos
Land Measuring 500sqm,LAND FOR SALE,Zik Avenue Enugu Enugu,chima-ottah-chima-associates1, 9JWGY,True,False,True,0,0,0,220000000,2023-07-27,2023-08-12,Enugu
Plot Of Land,LAND FOR SALE,Sangtedo Via Monastery Road Ajah Lagos,rosemond-hills-limited, 4JWGY,True,False,True,4,4,5,250000000,2023-07-27,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,6 BEDROOM HOUSE FOR SALE,Banana Island Ikoyi Lagos,itj-realtor, 8JWDV,True,False,True,5,6,6,250000000,2023-07-26,2023-08-12,Lagos
Newly Built 5 Bedroom Detached Duplex,2 BEDROOM HOUSE FOR SALE,Ajah Lagos,itj-realtor, 9JWDR,True,False,True,5,6,6,205000000,2023-07-26,2023-08-12,Lagos
2 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,Lekki County Ikota Lekki Lagos,itj-realtor, 7JWDR,True,False,True,5,6,6,380000000,2023-07-26,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Guzape District Guzape Abuja,itj-realtor, 9JWDQ,True,False,True,5,6,6,550000000,2023-07-26,2023-08-12,Abuja
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,cwre-ltd, 4JWDQ,True,False,False,2,2,3,400000000,2023-07-26,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,"Uppernorth 5th Road, Trans Ekulu Enugu Enugu",nellyanipropertiesltd, 1JWGY,True,False,True,4,5,5,300000000,2023-07-27,2023-08-12,Enugu
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Lekki County Ikota Lekki Lagos,dmarvinoz-properties-ltd1, 6JWGX,False,False,False,0,0,0,90000000,2023-07-27,2023-08-12,Lagos
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Oral Estate Lekki Phase 2 Lekki Lagos,chigold-homes-property-limited, 7JWGW,False,False,False,2,3,3,55000000,2023-07-27,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,joeetoniru, 7JWDP,True,False,True,5,6,6,500000000,2023-07-26,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,itj-realtor, 7JWGV,True,False,False,4,4,5,410000000,2023-07-26,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Lekki County Ikota Lekki Lagos,oip-properties, 5JWDN,True,False,True,6,7,7,250000000,2023-07-27,2023-08-12,Lagos
6 Bedroom Fully Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,wwwvergeteapropertiescom, 3JWDN,False,False,False,3,0,0,1200000000,2023-07-26,2023-08-12,Lagos
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR SALE,Alagomeji Yaba Lagos,itj-realtor, 7JWDM,True,False,True,4,5,5,35000000,2023-07-27,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,terkuma-zasha, 3JWDM,False,False,False,4,5,5,70000000,2023-07-26,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,itj-realtor, 1JWDM,True,False,True,4,5,5,77000000,2023-07-26,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,ademeso-olalekan-ademola, 6JWDL,True,False,False,5,5,6,70000000,2023-07-26,2023-08-12,Lagos
2 Bedroom Aparment,2 BEDROOM HOUSE FOR SALE,Life Camp Abuja,opnethomes, 3JWCM,True,False,False,5,5,6,120000000,2023-07-26,2023-08-12,Abuja
"2,600m2 Land",LAND FOR SALE,Oniru Victoria Island Lagos,pcl-homes, 7JWDB,False,False,False,2,0,0,2200000000,2023-07-26,2023-08-12,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,South West Ikoyi Lagos,terkuma-zasha, 5JWDB,False,False,False,8,10,10,120000000,2023-07-26,2023-08-12,Lagos
1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR SALE,Bay Nest Megamound Extension Lekki Phase 2 Lekki Lagos,purple-ribbon-properties, 0JWDB,False,False,False,3,3,4,40000000,2023-07-26,2023-08-12,Lagos
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,opnethomes, 5JWDA,False,False,False,0,0,0,95000000,2023-07-26,2023-08-12,Lagos
5 Bedroom Semi Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,opnethomes, 3JWDA,True,False,False,4,4,5,380000000,2023-07-26,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Ajah Lagos,terkuma-zasha, 9JWCJ,True,True,False,2,2,3,85000000,2023-07-26,2023-08-12,Lagos
Finished 3 Bedroom Apartment With Bq,3 BEDROOM HOUSE FOR SALE,Jahi Abuja,zoey-properties1, 8JWCJ,True,False,False,4,4,5,76000000,2023-07-26,2023-08-12,Abuja
6 Bedroom Detached Mansion,6 BEDROOM HOUSE FOR SALE,Efab Metropolis Blue Fountain Karsana Abuja,purple-ribbon-properties, 8JWDK,False,False,False,1,0,0,270000000,2023-07-26,2023-08-12,Abuja
Residential Land,6 BEDROOM LAND FOR SALE,Efab Metropolis Karsana Abuja,purple-ribbon-properties, 1JWGM,False,False,False,10,0,0,95000000,2023-07-27,2023-08-12,Abuja
Land Measuring 35ft By 45ft,LAND FOR SALE,"Harmony Estate, Aboru Iyana Ipaja Ipaja Lagos",rotimi-adeokin, 9JWGL,False,False,False,0,0,0,6500000,2023-07-27,2023-08-12,Lagos
"1,235 Sqmts Of Land L",LAND FOR SALE,Oregun Ikeja Lagos,purple-ribbon-properties, 5JWGL,False,False,False,10,0,0,120000000,2023-07-27,2023-08-12,Lagos
Plot Of Land,LAND FOR SALE,Ayobo Ipaja Lagos,itj-realtor, 8JWGK,True,False,False,5,6,6,17000000,2023-07-27,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikota By Second Toll Gate Lekki Lagos,itj-realtor, 0JWGK,False,False,False,5,6,6,95000000,2023-07-27,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Lekki County Ikota Lekki Lagos,future-pride-homes-and-properties-ltd, 7JWGJ,True,False,True,4,4,4,210000000,2023-07-27,2023-08-12,Lagos
2 Bedroom Bungalow,2 BEDROOM HOUSE FOR SALE,Mayfair Garden Estate Awoyaya Ajah Lagos,superite-africa, 6JWGJ,False,False,False,4,0,0,26000000,2023-07-27,2023-08-12,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Lagoshoms Estate Gbagada Lagos,dmarvinoz-properties-ltd1, 9JWCZ,False,False,False,4,4,5,40000000,2023-07-26,2023-08-12,Lagos
"2,194sqm Of Land",LAND FOR SALE,Republic Estate Enugu Enugu,terkuma-zasha, 6JWCY,True,False,False,2,2,3,110000000,2023-07-26,2023-08-12,Enugu
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Bristol Brains And Hammers City Life Camp Abuja,royalrealtors, 8JWCX,False,False,False,0,0,0,39000000,2023-07-26,2023-08-12,Abuja
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Oral Estate Lekki Lagos,purple-ribbon-properties, 0JWCX,False,False,False,0,0,0,100000000,2023-07-26,2023-08-12,Lagos
Residential Land,LAND FOR SALE,"Liberty Estate,laderin Abeokuta Ogun",purple-ribbon-properties, 7JWCV,False,False,False,4,4,5,18000000,2023-07-26,2023-08-12,Ogun
4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Lokogoma Abuja,pecons-realtors, 5JWCV,False,False,False,10,0,0,140000000,2023-07-26,2023-08-12,Abuja
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Magodo Gra Phase 1 Ojodu Lagos,shelternestrealty, 4JWCV,False,False,False,0,0,0,110000000,2023-07-26,2023-08-12,Lagos
Residential Land,LAND FOR SALE,Beach Ftz Free Trade Zone Ibeju Lekki Lagos,shelternestrealty, 9JWCU,True,False,False,4,4,5,12000000,2023-07-26,2023-08-12,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Ajao Surulere Lagos,eniji-international-limited, 9JWCH,False,False,False,5,5,6,160000000,2023-07-26,2023-08-12,Lagos
Tastefully Finished 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,terkuma-zasha, 5JWCH,True,True,False,5,5,6,75000000,2023-07-26,2023-08-12,Lagos
3 Bedroom Terrace Duplex With Bq,3 BEDROOM HOUSE FOR SALE,Off Patrick Yakowa Street Katampe Ext Abuja,lambe-and-eboigbe-properties, 6JWGH,True,False,True,5,6,6,25000000,2023-07-27,2023-08-12,Abuja
Newly Built Storey Building,HOUSE FOR SALE,Oworonshoki Gbagada Lagos,mrmideoseni-homes-properties, 9JWGG,True,False,True,4,5,5,90000000,2023-07-27,2023-08-12,Lagos
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,opnethomes, 6JWGG,True,False,False,4,4,5,110000000,2023-07-27,2023-08-12,Lagos
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,shelternestrealty, 5JWGG,False,False,False,0,0,0,73000000,2023-07-27,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,shelternestrealty, 8JWCF,True,False,False,5,6,7,35000000,2023-07-26,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Lekki Lagos,geoponts-properties1, 0JWCE,True,False,False,4,4,5,360000000,2023-07-26,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,opnethomes, 3JWCD,False,False,False,5,0,0,190000000,2023-07-26,2023-08-12,Lagos
4 Bedroom Bungalow,4 BEDROOM HOUSE FOR SALE,Alagbaka Gra Akure Ondo,terkuma-zasha, 4JWBZ,False,False,False,3,3,3,50000000,2023-07-26,2023-08-12,Ondo
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,itj-realtor, 4JWCT,True,False,True,3,4,4,55000000,2023-07-26,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Phase 2 Lekki Lagos,umunnakwe-michael, 6JWGF,True,False,True,2,3,3,60000000,2023-07-27,2023-08-12,Lagos
Newly Built 3 Bedroom Terrace Duplex,3 BEDROOM HOUSE FOR SALE,Ajah Lagos,gudness-reality-ventures1, 4JWGF,False,False,False,3,3,4,50000000,2023-07-27,2023-08-12,Lagos
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Oniru Victoria Island Lagos,itj-realtor, 5JWGE,False,False,False,3,3,4,290000000,2023-07-27,2023-08-12,Lagos
3 Bedroom Fully Detached Duplex With Bq,3 BEDROOM HOUSE FOR SALE,Sholuyi Estate Gbagada Lagos,umunnakwe-michael, 1JWGE,False,False,False,5,5,6,270000000,2023-07-27,2023-08-12,Lagos
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,Apo Abuja,mls-properties1, 4JWGA,False,False,False,3,0,0,15000000,2023-07-27,2023-08-12,Abuja
3 Units Of 5 Bedroom Terrace Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,esther_overhplus, 2JWCQ,True,False,False,2,2,3,85000000,2023-07-26,2023-08-12,Lagos
Storey Building,10 BEDROOM HOUSE FOR SALE,Oworonshoki Kosofe Ikosi Lagos,mls-properties1, 1JVXX,False,False,False,10,0,0,90000000,2023-07-25,2023-08-12,Lagos
6 Units Of 3 Bedroom Flat,10 BEDROOM HOUSE FOR SALE,"Magodo, Shangisha Ojodu Lagos",outstanding-real-estate-limited, 6JVXW,False,False,False,10,0,0,350000000,2023-07-25,2023-08-12,Lagos
4 Units Of 3 Bedroom Flat,10 BEDROOM HOUSE FOR SALE,Esanogbogun Street Shomolu Lagos,purple-ribbon-properties, 1JVXW,False,False,False,10,0,0,100000000,2023-07-25,2023-08-12,Lagos
4 Bedroom Duplex,4 BEDROOM HOUSE FOR SALE,Ojodu Lagos,purple-ribbon-properties, 6JVXV,False,False,False,4,0,0,90000000,2023-07-25,2023-08-12,Lagos
4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,excel-express-properties, 4JVXV,False,False,False,4,0,0,110000000,2023-07-25,2023-08-12,Lagos
4 Units Of 3 Bedroom Flat,10 BEDROOM HOUSE FOR SALE,Palmgroove Shomolu Lagos,rosemond-hills-limited, 2JVXV,False,False,False,10,0,0,85000000,2023-07-25,2023-08-12,Lagos
Office Building,10 BEDROOM HOUSE FOR SALE,Adekunle Yaba Lagos,purple-ribbon-properties, 6JVXU,False,False,False,10,0,0,650000000,2023-07-25,2023-08-12,Lagos
6 Units Of 2 Bedroom Flat,10 BEDROOM HOUSE FOR SALE,Ayobo Ipaja Lagos,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 4JVXU,False,False,False,10,0,0,48000000,2023-07-25,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,sanrealtor, 8JVZW,False,False,False,0,0,0,120000000,2023-07-25,2023-08-12,Lagos
3 Bedroom Apartment,4 BEDROOM HOUSE FOR SALE,Bourdillon Ikoyi Lagos,future-pride-homes-and-properties-ltd, 1JVXG,True,True,True,4,4,5,470000000,2023-07-25,2023-08-12,Lagos
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Chevron Toll Gate Lekki Lagos,adegoroye-aa, 2JVWW,True,True,False,6,6,7,95000000,2023-07-24,2023-08-12,Lagos
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,sanrealtor, 6JVWQ,True,True,False,1,1,2,550000000,2023-07-24,2023-08-12,Lagos
3 Bedroom Twin Bungalow,HOUSE FOR SALE,"Makoni Olounde, Ologuneru Ibadan Oyo",joshdan-realtors1, 7JVVB,True,False,True,0,0,0,50000000,2023-07-24,2023-08-12,Oyo
4 Bedroom Fully Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,zoey-properties1, 9JWBK,True,False,True,6,7,7,135000000,2023-07-26,2023-08-12,Lagos
6 Bedroom Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,terkuma-zasha, 7JWBK,True,True,True,4,4,5,290000000,2023-07-26,2023-08-12,Lagos
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Ikate Lekki Lagos,fesgomar-integrated-services, 0JVWH,True,False,False,0,0,0,60000000,2023-07-24,2023-08-12,Lagos
6units Of 3bed Flat!!!,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Phase 2 Lekki Lagos,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 2JVWC,True,True,False,0,0,0,55000000,2023-07-24,2023-08-12,Lagos
Serviced 3 Bedroom Terrace Duplex,2 BEDROOM HOUSE FOR SALE,Orchid Lekki Phase 2 Lekki Lagos,ebuka-of-lagos-plc1, 4JVUW,True,False,False,4,4,5,60000000,2023-07-24,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Close To Zarthech Wuye Abuja,nobility-estates1, 9JVUU,True,False,False,4,4,5,500000000,2023-07-24,2023-08-12,Abuja
4 Units Of 3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Ajah Lagos,standardbrass-properties-investment, 0JWAX,True,False,False,5,5,6,135000000,2023-07-25,2023-08-12,Lagos
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Oregun Ikeja Lagos,uduak-edet3, 5JVUQ,False,False,False,4,0,0,70000000,2023-07-24,2023-08-12,Lagos
