title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,state,type
Newly Built 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Bodija Ibadan Oyo,property-organization, 6JXTA,True,False,False,3,3,4,1500000,2023-08-07,2023-08-13,Oyo,rent
1 Bedroom Duplex,1 BEDROOM FLAT / APARTMENT FOR RENT,Okpanam Road Asaba Delta,adedeji-properties, 5JXTA,True,False,False,3,0,0,800000,2023-08-07,2023-08-13,Delta,rent
Luxury 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,emmyproperties, 7JXSW,True,False,True,1,1,1,4200000,2023-08-06,2023-08-13,Lagos,rent
Luxury 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 2, Osborne Foreshore Estate Ikoyi Lagos",emmyproperties, 0JXSW,True,False,False,1,1,1,7000000,2023-08-06,2023-08-13,Lagos,rent
Executive Self Contained Room,1 BEDROOM FLAT / APARTMENT FOR RENT,Iju Ishaga Agege Lagos,adedeji-properties, 1JXRU,False,True,False,5,0,0,1300000,2023-08-06,2023-08-13,Lagos,rent
Newly Built 4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"Ali Balogun Steet, Adeniyi Jones Ikeja Lagos",adedeji-properties, 2JXSU,True,True,True,2,0,0,8000000,2023-08-06,2023-08-13,Lagos,rent
A Self Contained Room,FLAT / APARTMENT FOR RENT,"Lekki Epe Expressway, Awoyaya Ajah Lagos",rofama-homes-properties, 1JXSU,True,False,False,1,1,2,250000,2023-08-06,2023-08-13,Lagos,rent
Newly Built Self Contained Room,1 BEDROOM FLAT / APARTMENT FOR RENT,"Seaside Estate, Badore Ajah Lagos",tapere-toyin-alademehin, 9JXST,False,False,False,2,2,3,900000,2023-08-06,2023-08-13,Lagos,rent
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Lagos Housing Estate Majek Sangotedo Lagos,cwre-ltd, 6JXSL,False,False,False,3,3,4,1200000,2023-08-06,2023-08-13,Lagos,rent
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Nicon Town Lekki Lagos,ekpiwhre-okiemute, 1JXRR,False,False,False,3,4,5,8000000,2023-08-06,2023-08-13,Lagos,rent
Newly Built 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Ifako Gbagada Gbagada Lagos,dervy-property-consult, 7JXTW,True,False,False,3,0,0,2500000,2023-08-07,2023-08-13,Lagos,rent
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Ifako Gbagada Gbagada Lagos,dervy-property-consult, 4JXTV,True,False,False,3,0,0,2500000,2023-08-07,2023-08-13,Lagos,rent
Newly Built 2 Bedroom Semi Detached Bungalow,2 BEDROOM HOUSE FOR RENT,Asero Abeokuta Ogun,realtor-azeez, 2JXTU,True,False,False,2,2,2,500000,2023-08-07,2023-08-13,Ogun,rent
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,Inside Basic Estate Lokogoma Lokogoma Abuja,jay-realtor, 5JXTS,False,False,False,4,5,5,4000000,2023-08-07,2023-08-13,Abuja,rent
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Chevron Lekki Lagos,havivah-umanah1, 2JXTS,True,True,False,2,2,3,3500000,2023-08-07,2023-08-13,Lagos,rent
4 Bedroom Semi Detached Duplex + 2 Bq,4 BEDROOM HOUSE FOR RENT,Greenfield Estate Ago Palace Okota Lagos,havivah-umanah1, 3JXPU,False,False,False,2,2,3,1500000,2023-08-05,2023-08-13,Lagos,rent
Relatively New 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,esquisite-land-and-homes, 7JXTR,False,True,True,4,4,5,13000000,2023-08-07,2023-08-13,Lagos,rent
Brand New Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,green-psyche, 2JXTR,True,False,False,1,1,2,1000000,2023-08-07,2023-08-13,Lagos,rent
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,Agodi Ibadan Oyo,safe-haven-properties, 3JXTQ,True,False,False,2,2,3,1500000,2023-08-07,2023-08-13,Oyo,rent
Furnished 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,463, 8JXPT,False,False,False,1,1,1,1300000,2023-08-05,2023-08-13,Lagos,rent
Master's Bedroom In A Shared Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Chevron Lekki Lagos,ekpiwhre-okiemute, 7JXPT,False,False,False,2,2,3,6000000,2023-08-05,2023-08-13,Lagos,rent
Executive Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Yakoyo Alagbole Ojodu Lagos,ekpiwhre-okiemute, 1JXPT,False,False,False,5,5,6,8500000,2023-08-05,2023-08-13,Lagos,rent
Brand New 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,"Close To Nike Art Gallery, Ikate Lekki Lagos",ekpiwhre-okiemute, 8JXPS,False,True,False,4,5,6,6000000,2023-08-05,2023-08-13,Lagos,rent
Clean Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Greenville Badore Ajah Lagos,ekpiwhre-okiemute, 4JXPS,False,False,False,4,4,5,5000000,2023-08-05,2023-08-13,Lagos,rent
5 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR RENT,"Thomas Estate, Ajiwe Ajah Lagos",esquisite-land-and-homes, 1JXPS,False,False,False,2,2,3,1300000,2023-08-05,2023-08-13,Lagos,rent
2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,"Happyland Estate, Olokonla Ajah Lagos",naija-choice-property, 2JXTQ,False,False,False,2,2,3,1500000,2023-08-07,2023-08-13,Lagos,rent
2 Bedroom Apartment,FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,dozek-co-pr5eO, 7JXQY,False,False,False,3,3,4,1300000,2023-08-06,2023-08-13,Lagos,rent
Luxury Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 1, Lekki Lagos",zircon-realty-global, 6JXQX,False,False,False,3,3,4,3000000,2023-08-06,2023-08-13,Lagos,rent
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"Off Fola Oshibo, Phase 1 Lekki Lagos",jaydee-properties, 5JXQX,False,True,False,3,3,4,3500000,2023-08-06,2023-08-13,Lagos,rent
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"Phase 1, Lekki Lagos",citymate-integrated, 3JXQV,True,True,False,3,3,4,5000000,2023-08-06,2023-08-13,Lagos,rent
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Ogba, Ikeja Lagos",dmarvinoz-properties-ltd1, 6JXQS,False,False,False,1,1,1,700000,2023-08-06,2023-08-13,Lagos,rent
1 Bedroom Apartment,1 BEDROOM FLAT / APARTMENT FOR RENT,Apete Ibadan Oyo,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 8JXTM,False,False,False,0,0,0,300000,2023-08-07,2023-08-13,Oyo,rent
Executive Self Contained Room,FLAT / APARTMENT FOR RENT,Magodo Gra Phase 2 Kosofe Ikosi Lagos,speeconnectpropertyng, 2JXQQ,True,True,False,2,3,3,2000000,2023-08-06,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Ologolo Lekki Lagos,460, 4JXQP,False,False,False,2,2,3,3000000,2023-08-06,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Berger Ojodu Lagos,uduak-edet3, 1JXQP,True,True,False,2,2,3,1400000,2023-08-06,2023-08-13,Lagos,rent
Office Space,3 BEDROOM COMMERCIAL PROPERTY FOR RENT,Creek Road Apapa Lagos,ekpiwhre-okiemute, 0JXTM,False,False,False,0,0,0,5000000,2023-08-07,2023-08-13,Lagos,rent
Warehouse,COMMERCIAL PROPERTY FOR RENT,Creek Road Apapa Lagos,ekpiwhre-okiemute, 6JXTL,False,True,False,2,2,3,10000000,2023-08-07,2023-08-13,Lagos,rent
4 Units 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Abijo Ajah Lagos,grandporchhomes, 4JXTL,False,False,False,2,2,3,1500000,2023-08-07,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Thomas Estate Ajah Lagos,ekpiwhre-okiemute, 0JXPS,False,False,False,3,3,4,2400000,2023-08-05,2023-08-13,Lagos,rent
3 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,"Thomas Estate, Ajah Lagos",osita-okoli-and-company, 8JXPR,False,False,False,3,3,4,3000000,2023-08-05,2023-08-13,Lagos,rent
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,Oral Estate Lekki Lagos,ti-properties, 3JXTL,True,False,False,3,4,4,550000,2023-08-07,2023-08-13,Lagos,rent
5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR RENT,Chevron Lekki Lagos,ekpiwhre-okiemute, 5JXPR,True,True,False,1,1,2,2700000,2023-08-05,2023-08-13,Lagos,rent
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Off Admiralty Way, Phase 1 Lekki Lagos",macbeals-integrated-services, 3JXPR,True,True,False,3,4,4,2500000,2023-08-05,2023-08-13,Lagos,rent
3 Units Of Partly Furnished Apartment,FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,yusuf-ademola-co-estate-surveyors-and-real-estate-consultant, 9JXTH,True,True,False,0,0,0,3000000,2023-08-07,2023-08-13,Lagos,rent
Executive 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"Ago Palace Way, Okota Lagos",abray-estates-management, 5JXQM,False,False,False,1,2,2,11500000,2023-08-06,2023-08-13,Lagos,rent
Relatively New 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Prayer Estate Apple Junction Amuwo Odofin Lagos,royalpropertykonsult, 2JXQM,True,True,True,3,3,3,1600000,2023-08-06,2023-08-13,Lagos,rent
1 Self Contained Room,1 BEDROOM FLAT / APARTMENT FOR RENT,Parkview Estate Ikoyi Lagos,kennedy-otunku, 9JXRG,False,False,False,2,2,2,1300000,2023-08-06,2023-08-13,Lagos,rent
Renovated 2bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"Around Cbn Junction Karu, Nyanya Abuja",idiege-titus-real-estate-agencies, 2JXRG,True,True,True,1,1,1,1500000,2023-08-06,2023-08-13,Abuja,rent
Renovated 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Karu Close To Cbn Junction, Nyanya Abuja",first-homes-and-properties, 6JXRF,False,False,False,1,1,2,600000,2023-08-06,2023-08-13,Abuja,rent
Self Contained,FLAT / APARTMENT FOR RENT,"Chemist, Akoka Yaba Lagos",fams-evergreen-services, 0JXRF,False,False,False,3,2,2,350000,2023-08-06,2023-08-13,Lagos,rent
Newly Built 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,Rupkpokwu Port Harcourt Rivers,provident-homes-realtor, 4JXTH,False,False,False,3,3,3,800000,2023-08-07,2023-08-13,Rivers,rent
Newly Built 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"Ile Ise Awo, Abeokuta Ogun",realtor-azeez, 4JXQK,True,True,False,2,2,2,400000,2023-08-06,2023-08-13,Ogun,rent
Luxury 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,realtor-azeez, 3JXQK,True,True,False,4,5,5,8000000,2023-08-06,2023-08-13,Lagos,rent
New 2 Bedroom Semi Detached Bungalow,2 BEDROOM HOUSE FOR RENT,"Obasanjo Hilltop, Oke Mosan Abeokuta Ogun",standardbrass-properties-investment, 2JXQK,False,False,False,0,0,0,1300000,2023-08-06,2023-08-13,Ogun,rent
Newly Built 4 Bedroom Bungalow,4 BEDROOM HOUSE FOR RENT,Kemta Housing Estate Extension Idi Aba Abeokuta Ogun,sunday-bassey, 0JXQJ,False,False,False,2,2,3,600000,2023-08-06,2023-08-13,Ogun,rent
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,Chevron Lekki Lagos,sabs-asset-limited, 8JXPQ,False,False,False,4,4,5,5000000,2023-08-05,2023-08-13,Lagos,rent
Spacious 2 Bedroom Apartment,2 BEDROOM HOUSE FOR RENT,"By Central Market, Kubwa Abuja",royalpropertykonsult, 5JXPM,False,False,False,2,2,3,1200000,2023-08-05,2023-08-13,Abuja,rent
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Berger Ojodu Lagos,king-palace-consulting, 9JXPK,True,False,False,1,1,1,1400000,2023-08-05,2023-08-13,Lagos,rent
4 Bedroom Semi Detached Duplex + A Bq,4 BEDROOM HOUSE FOR RENT,Chevron Lekki Lagos,rentalhub_island, 1JXQH,True,True,True,4,4,5,5000000,2023-08-05,2023-08-13,Lagos,rent
Lovely Self Contained Room,1 BEDROOM FLAT / APARTMENT FOR RENT,Allen Avenue Ikeja Lagos,unlock-real-estate, 9JXQE,True,True,True,5,5,6,550000,2023-08-05,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,Gwarinpa Abuja,naija-choice-property, 0JXRE,False,False,False,2,0,0,2500000,2023-08-06,2023-08-13,Abuja,rent
2 Units Of Spacious 3 Bedroom Flats,3 BEDROOM HOUSE FOR RENT,"Lekki Epe Expressway, Ologolo Lekki Lagos",463, 5JXNZ,False,False,False,4,5,5,4000000,2023-08-05,2023-08-13,Lagos,rent
4 Bedroom Terraced Duplex + Bq,4 BEDROOM HOUSE FOR RENT,Osapa London Lekki Lagos,brickbarnservices, 9JXRC,False,False,False,3,3,4,3000000,2023-08-06,2023-08-13,Lagos,rent
3 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,Millenuim Ups Gbagada Lagos,christian-onichakwe, 3JXMH,False,False,False,1,1,1,2500000,2023-08-04,2023-08-13,Lagos,rent
Newly Built 4 Bedroom Terraced Duplex,4 BEDROOM HOUSE FOR RENT,"Silver Creek Estate, Beside Orchid Road 1st Roundabout, Chevron Lekki Lagos",christian-onichakwe, 7JXQZ,True,True,False,4,4,5,4500000,2023-08-06,2023-08-13,Lagos,rent
Self Contained Room,FLAT / APARTMENT FOR RENT,"Phase 1, Lekki Lagos",esquisite-land-and-homes, 8JXQY,False,False,False,1,1,1,1200000,2023-08-06,2023-08-13,Lagos,rent
Shop Or Office Space,COMMERCIAL PROPERTY FOR RENT,"1st Gate, After Salem, Jakande Lekki Lagos",spartan-planet, 6JXMD,False,False,False,0,0,1,800000,2023-08-04,2023-08-13,Lagos,rent
1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,Sangotedo Ajah Lagos,larap_properties, 9JXMC,False,False,False,1,0,2,1000000,2023-08-04,2023-08-13,Lagos,rent
Newly Built 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,Aptech Estate Sangotedo Ajah Lagos,larap_properties, 2JXMC,True,False,False,2,0,3,2000000,2023-08-04,2023-08-13,Lagos,rent
Furnished 3 Bedroom Duplex,3 BEDROOM HOUSE FOR RENT,Megamond Estate Ikota Lekki Lagos,larap_properties, 0JXMC,False,False,False,3,0,0,5000000,2023-08-04,2023-08-13,Lagos,rent
Newly Built 3 Units Of 3 Bedroom Flat With Bq,3 BEDROOM HOUSE FOR RENT,Off Queendrive Old Ikoyi Ikoyi Lagos,larap_properties, 5JXMB,True,False,False,3,3,4,18000000,2023-08-04,2023-08-13,Lagos,rent
Fully Serviced 3 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,Banana Island Ikoyi Lagos,larap_properties, 2JXMB,False,True,False,3,3,4,20000000,2023-08-04,2023-08-13,Lagos,rent
3 Bedroom Semi Detached Duplex With Bq,3 BEDROOM HOUSE FOR RENT,Oniru Victoria Island Lagos,larap_properties, 8JXMA,False,False,False,3,3,4,8000000,2023-08-04,2023-08-13,Lagos,rent
1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"Northern Foreshore Estate, Chevron Lekki Lagos",larap_properties, 5JXMA,False,False,False,1,1,2,1300000,2023-08-04,2023-08-13,Lagos,rent
Serviced Room Self Contained,1 BEDROOM FLAT / APARTMENT FOR RENT,Ligali Ayorinde Victoria Island Lagos,larap_properties, 3JXMA,False,False,False,1,1,0,1200000,2023-08-04,2023-08-13,Lagos,rent
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"Riverview Estate, Opic Estate Isheri North Ojodu Lagos",nicagon-properties, 1JXLZ,False,False,False,2,2,3,1500000,2023-08-04,2023-08-13,Lagos,rent
