title,categories,address,agent,PIDs,newly_built,serviced,furnished,beds,baths,toilets,price_₦,date_posted,date_updated,state,type
Uncompleted 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Banana Island Ikoyi Lagos,oby-felicia-okeke, 5JYDE,False,True,False,0,0,0,7000000,2023-08-10,2023-08-13,Lagos,for sale
Plot Of Land,LAND FOR SALE,"Beside Augustine University,ilara, Epe/kings Court Epe Lagos",chyglosco-homes, 1JYDE,False,False,False,0,0,0,3500000,2023-08-09,2023-08-13,Lagos,for sale
Mixed Use Land,LAND FOR SALE,Epe Lagos,estatelinkpropertiescom, 0JYDE,False,False,False,3,3,3,1000000,2023-08-09,2023-08-13,Lagos,for sale
Land Measuring 465sqm,LAND FOR SALE,"Fimie Amah, Off Peter Odili Road Trans Amadi Port Harcourt Rivers",estatelinkpropertiescom, 6JYDD,False,False,False,3,3,3,12000000,2023-08-09,2023-08-13,Rivers,for sale
6 Bedroom Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Sunrise Estate Off Adamac Estate Rumuodara East West Road Port Harcourt Rivers,jilkson-investments-nig-ltd, 7JYDC,False,False,False,0,0,0,85000000,2023-08-09,2023-08-13,Rivers,for sale
2 Bedroom Terrace Duplex,HOUSE FOR SALE,Ikota Lekki Lagos,nicheglobalre, 3JYDB,False,False,False,0,0,0,45000000,2023-08-09,2023-08-13,Lagos,for sale
1600sqm Of Land,LAND FOR SALE,Victoria Island Lagos,wwwolakrealtiescomabule-estate, 7JYDA,True,True,False,0,0,0,900000,2023-08-09,2023-08-13,Lagos,for sale
600sqm Commercial&residential Land,LAND FOR SALE,Near Challenge Bus Terminal Challenge Ibadan Oyo,favour-properties-group, 8JYJK,False,False,False,0,0,0,24000000,2023-08-10,2023-08-13,Oyo,for sale
Land Measuring 25sqm,COMMERCIAL PROPERTY FOR SALE,Lekki Treasure Mall Abijo Ajah Lagos,christyworldcom-ltd-rc7018645, 8JYJF,True,True,False,4,4,4,20000000,2023-08-10,2023-08-13,Lagos,for sale
Executive Built 4 Bedroom Duplex With 2 Bed,4 BEDROOM HOUSE FOR SALE,Vgc Lekki Lagos,tracey-ivory, 8JYSL,True,False,False,4,5,5,90000000,2023-08-13,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,LAND FOR SALE,"Umuezebo Ogbe Owelle Ibusa, Few Poles From Admiralty University, Oshimili North Delta",pwan-legit-properties, 0JYSL,False,False,False,0,0,0,2000000,2023-08-13,,Delta,for sale
Plots Of Land,LAND FOR SALE,"Ketu Omu Road, Epe Lagos",chyglosco-homes, 5JYSK,False,False,False,0,0,0,3100000,2023-08-13,,Lagos,for sale
500 Sqm Land,3 BEDROOM HOUSE FOR SALE,Ipaja Lagos,oluwayemi-oyedepo, 9JYSJ,False,False,True,3,2,2,55000000,2023-08-13,,Lagos,for sale
5 Units Of Various Flats,3 BEDROOM FLAT / APARTMENT FOR SALE,"Close To Elegance, Along Lekki Expressway Lekki Lagos",bright-innocent1, 8JYSJ,True,False,True,3,3,4,75000000,2023-08-13,,Lagos,for sale
Executive 3 Bedroom Flat,LAND FOR SALE,Along Airport Road Uruan Akwa Ibom,pwan-legit-properties, 4JYSJ,False,False,False,0,0,0,2950000,2023-08-13,,Ibom,for sale
6 Bedroom Fully Detached Duplex With Bq,6 BEDROOM HOUSE FOR SALE,Off Freedom Way Ikate Lekki Lagos,fams-evergreen-services, 2JYBZ,False,False,False,6,0,0,255000000,2023-08-09,2023-08-13,Lagos,for sale
2 Bedroom Flat,2 BEDROOM HOUSE FOR SALE,Sabo Yaba Lagos,a-properties, 5JYBV,True,True,True,2,2,3,35000000,2023-08-09,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,HOUSE FOR SALE,Maryland Ikeja Lagos,dervy-property-consult, 7JYBU,True,False,False,0,0,0,150000000,2023-08-09,2023-08-13,Lagos,for sale
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,Lekki Gardens Horizon 1 Ikate Lekki Lagos,wwwolakrealtiescomabule-estate, 2JYCL,False,False,False,2,2,3,40000000,2023-08-09,2023-08-13,Lagos,for sale
Massive 6bed Detached Duplex!!!,6 BEDROOM HOUSE FOR SALE,"Wemabod Est, Adeniyi Jones Ikeja Lagos",itj-realtor, 6JYBT,True,False,False,6,7,7,400000000,2023-08-09,2023-08-13,Lagos,for sale
4 Blocks Of Flat,HOUSE FOR SALE,Ayobo Ipaja Lagos,dervy-property-consult, 1JYBR,True,False,False,0,0,0,30000000,2023-08-09,2023-08-13,Lagos,for sale
2 Bedroom Flat,FLAT / APARTMENT FOR SALE,Shomolu Lagos,dollyrealty, 6JYBQ,False,False,False,0,0,0,60000000,2023-08-09,2023-08-13,Lagos,for sale
Block Of 6 2 Bedroom Flat,FLAT / APARTMENT FOR SALE,Shomolu Lagos,jaydee-properties, 9JYBP,False,False,False,2,2,3,60000000,2023-08-09,2023-08-13,Lagos,for sale
"1,052sqm Of Land",LAND FOR SALE,Cooperative Villa Estate Badore Ajah Lagos,wwwvergeteapropertiescom, 0JYCK,False,False,False,0,0,0,27000000,2023-08-09,2023-08-13,Lagos,for sale
Newly Built 4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,distinct-pragmatic-limited, 4JYCJ,True,False,False,4,4,5,85000000,2023-08-09,2023-08-13,Lagos,for sale
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,distinct-pragmatic-limited, 6JYCH,True,False,False,2,2,3,145000000,2023-08-09,2023-08-13,Lagos,for sale
Newly Built 3 Bedroom Penthouse,3 BEDROOM FLAT / APARTMENT FOR SALE,Off Banana Island Road Ikoyi Lagos,tony6, 9JYCG,True,False,False,5,5,6,450000000,2023-08-09,2023-08-13,Lagos,for sale
4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ajah Lagos,distinct-pragmatic-limited, 8JYCF,False,False,False,6,7,7,200000000,2023-08-09,2023-08-13,Lagos,for sale
6 Bedroom Fully Detached Duplex,6 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,adedeji-properties, 3JYBF,False,False,True,4,5,5,1200000000,2023-08-09,2023-08-13,Lagos,for sale
5 Bedroom Duplex,5 BEDROOM HOUSE FOR SALE,Akala Express Ibadan Oyo,powerfulpropertyconsultgmailcom, 6JYBE,True,False,False,4,5,5,50000000,2023-08-09,2023-08-13,Oyo,for sale
5 Bedroom Duplex,3 BEDROOM FLAT / APARTMENT FOR SALE,Abiola Way Idi Aba Abeokuta Ogun,olajide-hassan, 6JYCX,True,True,False,4,4,5,16000000,2023-08-09,2023-08-13,Ogun,for sale
Newly Built 3 Bedroom Flat With Bq And Elevator,5 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,urcheberry, 2JYMC,False,False,False,0,0,0,280000000,2023-08-11,2023-08-13,Lagos,for sale
Spacious 5 Bedroom Detached House With Bq,5 BEDROOM HOUSE FOR SALE,Free Trade Zone Ibeju Lekki Lagos,purple-ribbon-properties, 2JYGW,False,False,False,5,0,0,2500000,2023-08-10,2023-08-13,Lagos,for sale
Newly Built 5bedroom Duplex In Osapa,3 BEDROOM HOUSE FOR SALE,"Lasu Isheri, Idimu Ikotun Igando Lagos",somie, 6JYGV,True,False,False,4,4,5,70000000,2023-08-10,2023-08-13,Lagos,for sale
3 Bedroom Flat,LAND FOR SALE,Chevron Lekki Lagos,distinct-pragmatic-limited, 4JYGV,False,False,False,2,2,3,110000000,2023-08-10,2023-08-13,Lagos,for sale
3 Bedroom Flat & 2 Bedroom Flat,4 BEDROOM HOUSE FOR SALE,Estate Magodo Gra Phase 1 Ojodu Lagos,first-homes1, 1JYCF,False,False,False,2,3,3,45000000,2023-08-09,2023-08-13,Lagos,for sale
6 Units Of 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR SALE,Oke Mosan Abeokuta Ogun,goldmind-global-homes-nig-ltd, 8JYBA,False,False,False,0,0,0,7000000,2023-08-09,2023-08-13,Ogun,for sale
Newly Built 3 Bedroom Apartment With Bq,LAND FOR SALE,Oke Mosan Abeokuta Ogun,action-properties, 4JYBA,False,False,False,4,5,5,22000000,2023-08-09,2023-08-13,Ogun,for sale
1107sqm Commercial Land,5 BEDROOM HOUSE FOR SALE,Karmo Abuja,cwre-ltd, 2JYAV,False,False,False,3,3,4,250000000,2023-08-08,2023-08-13,Abuja,for sale
4 Bedroom Terrace Duplex With Bq,LAND FOR SALE,Seagate Estate Lekki Lekki Phase 2 Lekki Lagos,emmanuel-okafor-co, 0JYMA,False,False,False,4,0,0,125000000,2023-08-11,2023-08-13,Lagos,for sale
4 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,Lekki Phase 2 Lekki Lagos,urcheberry, 3JYGT,False,False,False,0,0,0,170000000,2023-08-10,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Ojuore Sango Ota Ado Odo Ota Ogun,chyglosco-homes, 1JYGL,False,True,True,10,10,10,25000000,2023-08-10,2023-08-13,Ogun,for sale
4 Bedroom Terrace Duplex,LAND FOR SALE,Adigbe Obada Road Abeokuta Ogun,dhejoy-properties, 7JYCU,False,False,False,3,4,4,1800000,2023-08-09,2023-08-13,Ogun,for sale
15 Room Hotel With 2 Suites,2 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Estate Lekki Lagos,shelternestrealty, 2JYLX,False,False,False,0,0,0,45000000,2023-08-11,2023-08-13,Lagos,for sale
1 Plot Of Land,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,shelternestrealty, 1JYGH,False,False,False,6,0,0,600000000,2023-08-11,2023-08-13,Lagos,for sale
200sqm Of Land,LAND FOR SALE,Lugbe Abuja,temidayo-faro, 0JYGG,False,False,False,0,0,0,4000000,2023-08-09,2023-08-13,Abuja,for sale
6 Bedroom Detached Duplex,HOUSE FOR SALE,Muri Okunola Victoria Island Lagos,aldives-court, 8JYGF,False,False,False,0,0,0,600000000,2023-08-10,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Ologolo Lekki Lagos,abimbola-dada, 1JYGF,True,True,False,7,7,8,140000000,2023-08-10,2023-08-13,Lagos,for sale
Residential Land,LAND FOR SALE,Lekki Town Free Trade Zone Ibeju Lekki Lagos,cwre-ltd, 9JYAQ,False,False,False,4,4,5,3000000,2023-08-10,2023-08-13,Lagos,for sale
Residential Land Measuring 1517sqm,LAND FOR SALE,Behind Starville Schools Jahi Abuja,461, 9JYGE,False,False,False,4,0,0,170000000,2023-08-09,2023-08-13,Abuja,for sale
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Oral Estate Chevron Lekki Lagos,442, 7JYLV,False,False,False,0,0,0,120000000,2023-08-10,2023-08-13,Lagos,for sale
5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Osapa London Lekki Lagos,mandels-properties-and-luxury-homes, 2JYLV,False,False,False,4,0,0,250000,2023-08-11,2023-08-13,Lagos,for sale
4 Bedroom Terrace Duplex,HOUSE FOR SALE,Ikate Lekki Lagos,emmanuel-okafor-co, 8JYLU,False,False,False,0,0,0,30000000,2023-08-11,2023-08-13,Lagos,for sale
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,emmanuel-okafor-co, 2JYGE,False,False,False,5,0,0,280000000,2023-08-11,2023-08-13,Lagos,for sale
600 Plot ( 60 Hecters ) Of Land Along The Koko Road,LAND FOR SALE,Koko Warri Delta,urcheberry, 9JYGD,True,False,False,5,6,7,180000000,2023-08-10,2023-08-13,Delta,for sale
Newly Built 4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Phase 1 Lekki Lagos,zoey-properties1, 6JYGB,True,False,False,4,4,5,105000000,2023-08-10,2023-08-13,Lagos,for sale
Residential Land,LAND FOR SALE,Sangotedo Ajah Lagos,chyglosco-homes, 6JYBZ,False,False,False,5,5,6,450000000,2023-08-09,2023-08-13,Lagos,for sale
Land Measuring 465sqm,LAND FOR SALE,Ipo/omagwa Ikwerre Port Harcourt Rivers,boldwhite-homes-logistics, 0JYEP,True,True,False,4,4,5,1500000,2023-08-09,2023-08-13,Rivers,for sale
Newly Built 2/4 Bedroom Terraced Duplex For Sale.,HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,temidayo-faro, 9JYLT,False,False,True,0,0,0,48000000,2023-08-11,2023-08-13,Lagos,for sale
For Sale ;; 4bedroom Duplex On 2plots Of Land,4 BEDROOM HOUSE FOR SALE,Laderin Abeokuta Ogun,dcirealtor, 7JYLT,True,False,False,0,0,0,50000000,2023-08-11,2023-08-13,Ogun,for sale
Comtemporary Duplex,HOUSE FOR SALE,Ikota Lekki Lagos,goldmind-global-homes-nig-ltd, 4JYGA,True,False,False,5,5,6,190000000,2023-08-10,2023-08-13,Lagos,for sale
5 Bedroom Terrace Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Guzape Abuja,temidayo-faro, 6JYLT,False,False,False,0,0,0,45000000,2023-08-11,2023-08-13,Abuja,for sale
Newly Built 5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Efab Metropolis Gwarinpa Abuja,future-pride-homes-and-properties-ltd, 4JYLT,True,False,False,5,6,6,250000000,2023-08-11,2023-08-13,Abuja,for sale
Newly Built 4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,best-choice-consulting, 3JYLT,False,False,False,5,0,0,130000000,2023-08-11,2023-08-13,Lagos,for sale
2 Bedroom Bungalow,2 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,future-pride-homes-and-properties-ltd, 9JYLS,False,False,False,4,0,0,55000000,2023-08-11,2023-08-13,Lagos,for sale
Spacious 5 Bedroom Detached Duplex,5 BEDROOM HOUSE FOR SALE,Ikeja Lagos,temidayo-faro, 3JYLS,False,False,False,0,0,0,165000000,2023-08-11,2023-08-13,Lagos,for sale
Elegantly Designed 4 Bedroom Terrace Duplex,HOUSE FOR SALE,Ajah Lagos,kalos-properties, 9JYLR,False,False,False,5,0,0,100000000,2023-08-11,2023-08-13,Lagos,for sale
4bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,"Facing Ketu Epe Expressway, Ketu,epe/megapolis Epe Road Epe Lagos",wnl, 7JYLR,False,False,False,0,0,0,5500000,2023-08-11,2023-08-13,Lagos,for sale
Plots Of Commercial And Residential Land At Epe,LAND FOR SALE,Kyami Lugbe Abuja,temidayo-faro, 3JYLR,False,False,False,0,0,0,600000000,2023-08-11,2023-08-13,Abuja,for sale
Luxury 4 Bedroom Fully Detached Duplex,4 BEDROOM HOUSE FOR SALE,Ikate Lekki Lagos,outstanding-real-estate-limited, 1JYLR,False,False,False,5,0,0,180000000,2023-08-11,2023-08-13,Lagos,for sale
5 Hectare Mixed Use Land,LAND FOR SALE,Ajah Lagos,ojr, 5JYLQ,False,False,False,4,0,0,90000000,2023-08-11,2023-08-13,Lagos,for sale
Luxuriously Built 4 Bedroom Semi Detached Duplex .,4 BEDROOM HOUSE FOR SALE,"Ikota,gra, Lekki Ikota Lekki Lagos",sylvanus-agu, 9JYLP,True,False,False,3,3,3,45000000,2023-08-11,2023-08-13,Lagos,for sale
3 Units Of Self Contained And 1 Bedroom Flat,5 BEDROOM HOUSE FOR SALE,"University Road, Akoka Yaba Lagos",emmanuel-okafor-co, 6JYCQ,False,False,False,0,0,0,150000000,2023-08-09,2023-08-13,Lagos,for sale
Residential Land,LAND FOR SALE,Lekki Phase 1 Lekki Lagos,first-homes-and-properties, 9JYFZ,False,False,False,0,0,0,85000000,2023-08-10,2023-08-13,Lagos,for sale
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,rokenproperties, 2JYEL,True,False,False,4,5,5,37000000,2023-08-09,2023-08-13,Lagos,for sale
3 Bedroom Flat,3 BEDROOM HOUSE FOR SALE,Chevron Lekki Lagos,charlow-properties, 1JYEF,True,True,False,3,4,4,130000000,2023-08-09,2023-08-13,Lagos,for sale
Newly Built 5 Bedroom Fully Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,"Shoprite Road,/heritage Place Estate Monastery Road Sangotedo Lagos",ojr, 6JYEE,True,True,False,4,4,5,80000000,2023-08-09,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Mile 12/ambiance Creek Ketu Lagos,grandporchhomes, 1JYED,False,False,True,5,5,6,43000000,2023-08-09,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Orchid Lekki Lagos,wwwolakrealtiescomabule-estate, 8JYEC,True,True,False,0,0,0,130000000,2023-08-09,2023-08-13,Lagos,for sale
4 Bedroom Penthouse With Bq,4 BEDROOM FLAT / APARTMENT FOR SALE,"Ketu, Mile 12/ambiance Creek Ketu Lagos",sabs-asset-limited, 6JYEC,False,False,False,0,0,0,40000000,2023-08-09,2023-08-13,Lagos,for sale
5 Bedroom Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Bwari Abuja,wwwolakrealtiescomabule-estate, 1JYEC,False,False,False,0,0,0,25000000,2023-08-09,2023-08-13,Abuja,for sale
6 Bedroom Mansion,6 BEDROOM HOUSE FOR SALE,Woji Obia Akpor Port Harcourt Rivers,dcirealtor, 7JYAN,True,False,False,6,6,7,90000000,2023-08-08,2023-08-13,Rivers,for sale
678.23m2 Land,LAND FOR SALE,Ikoya Avenue Ikoyi Lagos,cabota-property-management-limited, 0JYFY,True,True,False,2,2,3,813000000,2023-08-10,2023-08-13,Lagos,for sale
4 Bedroom Terrace Duplex With Bq,LAND FOR SALE,Ipo/omagwa Ikwerre Port Harcourt Rivers,taiwosalamandco, 5JYEH,False,False,True,0,1,1,950000,2023-08-09,2023-08-13,Rivers,for sale
Residential Land,HOUSE FOR SALE,Peter Odili Road Trans Amadi Port Harcourt Rivers,brickbarnservices, 8JYDX,True,False,False,2,2,3,45000000,2023-08-09,2023-08-13,Rivers,for sale
Newly Built 6 Bedroom Massionette,LAND FOR SALE,"Peace Estate, Directly Facing Catholic Church Iba Ojo Lagos",wwwolakrealtiescomabule-estate, 9JYDV,False,False,False,0,0,0,85000000,2023-08-09,2023-08-13,Lagos,for sale
Newly Built 3 Bedroom Bungalow,3 BEDROOM HOUSE FOR SALE,Kubwa Abuja,chamanproperties, 0JXZP,False,False,False,4,5,5,25000000,2023-08-08,2023-08-13,Abuja,for sale
2 Units Of 2 Bedroom Flat,4 BEDROOM HOUSE FOR SALE,Lekki Lagos,chamanproperties, 9JXZN,False,False,False,4,5,5,65000000,2023-08-08,2023-08-13,Lagos,for sale
Newly Built 4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Life Camp Abuja,citymate-integrated, 1JYAK,False,False,False,4,4,5,77000000,2023-08-08,2023-08-13,Abuja,for sale
Luxury 5 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,"Aa Rano, Next Cash N Carry, Ahmadu Bello Expressway Kado Abuja",futurehomesproperties, 2JXZL,True,False,False,4,5,5,66500000,2023-08-08,2023-08-13,Abuja,for sale
5 Bedroom Semi Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Guzape Hills Guzape Abuja,charlow-properties, 6JYDV,True,True,False,5,6,5,150000000,2023-08-09,2023-08-13,Abuja,for sale
Mixed Use Land,LAND FOR SALE,Opic Isheri North Ojodu Lagos,rentalhub_island, 8JYAH,True,True,False,4,4,5,20000000,2023-08-08,2023-08-13,Lagos,for sale
4 Bedroom Detached Duplex,LAND FOR SALE,"Wealth Garden Estate Lekki International Airport, Aiyetoro Free Trade Zone Ibeju Lekki Lagos",franklin15, 1JYKX,False,False,False,3,3,4,8200000,2023-08-11,2023-08-13,Lagos,for sale
5bed Detached Duplex!!!,2 BEDROOM HOUSE FOR SALE,Lekki Ikota Lekki Lagos,jilkson-investments-nig-ltd, 3JYKW,False,False,True,4,5,6,40000000,2023-08-11,2023-08-13,Lagos,for sale
New Spacious 2 Bedroom Apartments,4 BEDROOM HOUSE FOR SALE,Vgc Lekki Lagos,mandamis-real-estate, 0JYKW,False,False,False,0,0,0,85000000,2023-08-11,2023-08-13,Lagos,for sale
4 Bedroom Detached Duplex,4 BEDROOM HOUSE FOR SALE,"Aa Rano, Next Cash N Carry, Ahmadu Bello Expressway Kado Abuja",propertywire-nigeria-limited, 4JXZK,True,True,False,4,5,5,66500000,2023-08-08,2023-08-13,Abuja,for sale
Modern 3 Bedrooms Bungalow With Large Land,LAND FOR SALE,Lekki Vgc Lekki Lagos,shelternestrealty, 9JYKT,True,False,False,5,6,7,150000000,2023-08-11,2023-08-13,Lagos,for sale
5 Bedroom Duplex And 2 Unit Of 2 Bedroom Flat,5 BEDROOM HOUSE FOR SALE,Lowa Estate Ikorodu Ikorodu Lagos,kolson-properties, 3JYAF,True,False,True,4,5,5,50000000,2023-08-11,2023-08-13,Lagos,for sale
Mixed Use Land,4 BEDROOM HOUSE FOR SALE,Abraham Adesanya Estate Ajah Lagos,chamanproperties, 6JXZU,False,False,False,4,5,5,51000000,2023-08-08,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,LAND FOR SALE,Off Secretariat Road Agodi Gra Ibadan Oyo,sanrealtor, 8JXZT,False,False,False,5,5,6,85000000,2023-08-08,2023-08-13,Oyo,for sale
3 Bedroom Terrace Duplex,5 BEDROOM HOUSE FOR SALE,Pnnock Beach Estate Osapa London Lekki Lagos,layoramb-ventures1, 7JXXP,False,False,False,4,5,5,800000000,2023-08-08,2023-08-13,Lagos,for sale
4 Bedroom Detached Duplex With Bq,3 BEDROOM FLAT / APARTMENT FOR SALE,Agunfoye Igbogbo Ikorodu Lagos,chamanproperties, 2JXZT,False,False,False,4,4,5,20000000,2023-08-08,2023-08-13,Lagos,for sale
Tanented Detached Bungalow,4 BEDROOM HOUSE FOR SALE,Ikota Lekki Lagos,shelternestrealty, 3JYKP,True,True,False,5,6,7,38000000,2023-08-11,2023-08-13,Lagos,for sale
Top Notch 4 Bedroom Semi Detached Duplex With Bq,5 BEDROOM HOUSE FOR SALE,Orchid Chevron Lekki Lagos,joan-ama, 7JYDT,True,False,False,5,6,7,180000000,2023-08-09,2023-08-13,Lagos,for sale
4 Bedroom Massionette With Bq,4 BEDROOM HOUSE FOR SALE,Old Ikoyi Ikoyi Lagos,purple-ribbon-properties, 7JYDS,True,True,False,3,3,4,2500000,2023-08-09,2023-08-13,Lagos,for sale
4 Bedroom Massionette With Bq,4 BEDROOM HOUSE FOR SALE,Old Ikoyi Ikoyi Lagos,purple-ribbon-properties, 6JYDS,True,True,False,3,3,3,400000000,2023-08-09,2023-08-13,Lagos,for sale
Newly Biult 4 Bedroom Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Mowe Obafemi Owode Ogun,cwre-ltd, 4JYKM,False,False,True,3,3,4,15000000,2023-08-11,2023-08-13,Ogun,for sale
4 Bedroom Terrace Duplex,4 BEDROOM HOUSE FOR SALE,Owerri Imo,jufy99livecouk, 0JXZH,False,False,False,4,4,6,28000000,2023-08-08,2023-08-13,Imo,for sale
6 Bedroom Deplux,6 BEDROOM HOUSE FOR SALE,Mokola/sabo Road Ibadan Oyo,shedrack-luka, 5JXXG,False,False,False,0,0,0,70000000,2023-08-08,2023-08-13,Oyo,for sale
Filling Station,COMMERCIAL PROPERTY FOR SALE,Ado Ajah Lagos,zircon-realty-global, 1JXXC,False,False,False,0,0,0,95000000,2023-08-08,2023-08-13,Lagos,for sale
1000sqm Land,LAND FOR SALE,Osborne Foreshore Estate Ikoyi Lagos,action-properties, 9JXXA,False,False,False,0,0,0,870000,2023-08-08,2023-08-13,Lagos,for sale
2000sqm Of Land,LAND FOR SALE,Off Victoria Arobieke Street Lekki Lagos,olayinka-sobambi, 7JXXA,False,False,False,0,0,0,250000000,2023-08-08,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Palm City Ado Ajah Lagos,alexandra-property-s, 0JXWW,True,True,True,4,4,5,60000000,2023-08-07,2023-08-13,Lagos,for sale
Standard 3 Bedroom Fully Detached Duplex E,3 BEDROOM HOUSE FOR SALE,Mowe Obafemi Owode Ogun,richardhomesandproperties, 2JYKL,False,False,False,0,0,0,130000000,2023-08-11,2023-08-13,Ogun,for sale
4 Bedroom Apartment,4 BEDROOM FLAT / APARTMENT FOR SALE,Ologolo Lekki Lagos,temidayo-faro, 7JXWV,False,False,False,0,0,0,70000000,2023-08-07,2023-08-13,Lagos,for sale
Fenced & Gated Land Measuring 2380sqm,FLAT / APARTMENT FOR SALE,Ikota Lekki Lagos,dmarvinoz-properties-ltd1, 5JXWV,False,False,False,4,4,5,90000000,2023-08-07,2023-08-13,Lagos,for sale
Luxury 3 Bedroom Apartment,HOUSE FOR SALE,Lekki Palm City Ado Ajah Lagos,zete-limited, 4JXWV,True,False,True,0,0,0,65000000,2023-08-07,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR SALE,Lekki Phase 1 Lekki Lagos,itj-realtor, 1JXWV,False,False,False,5,6,6,75000000,2023-08-07,2023-08-13,Lagos,for sale
Newly Built 4 Bedroom Semi Detached Duplex,HOUSE FOR SALE,Orchid Road Chevron Lekki Lagos,topworld-properties, 7JXWU,False,False,False,0,0,0,60000000,2023-08-07,2023-08-13,Lagos,for sale
5 Bedroom Detached Duplex,HOUSE FOR SALE,Bariga Shomolu Lagos,chamanproperties, 2JXWH,True,False,False,4,5,5,110000000,2023-08-07,2023-08-13,Lagos,for sale
4 Bedroom Terrace Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Off Eric Manuel Bode Thomas Surulere Lagos,sanrealtor, 9JXZQ,False,False,False,5,5,6,130000000,2023-08-07,2023-08-13,Lagos,for sale
4 Bedroom Semi Detached Duplex,3 BEDROOM HOUSE FOR SALE,Aiyetoro Ibeju Lekki Lagos,akakuruassociates, 8JXZP,False,False,False,5,5,6,55000000,2023-08-08,2023-08-13,Lagos,for sale
5 Bedroom Semi Detached Duplex With Bq,LAND FOR SALE,Maryland Ikeja Lagos,gudness-reality-ventures1, 9JXWE,False,False,False,4,4,5,140000000,2023-08-07,2023-08-13,Lagos,for sale
Newly Built 2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR SALE,2nd Toll Gate Ikate Lekki Lagos,chukwuemeka-felix, 7JXZD,True,False,False,3,3,4,65000000,2023-08-08,2023-08-13,Lagos,for sale
Newly Built 3 Bedroom Apartment,3 BEDROOM HOUSE FOR SALE,"De Avocado Luxury Apartments, Abijo Ajah Lagos",eniji-international-limited, 2JXWE,True,True,False,2,2,3,53500000,2023-08-07,2023-08-13,Lagos,for sale
4 Bedroom Detached Duplex With Bq,4 BEDROOM HOUSE FOR SALE,Toyin Street Ikeja Lagos,essential-properties, 8JXYZ,False,False,False,10,0,0,1500000000,2023-08-08,2023-08-13,Lagos,for sale
3 Bedroom Bungalow,5 BEDROOM HOUSE FOR SALE,Chevron Alternative Lekki Lagos,essential-properties, 9JXVN,False,False,False,5,0,0,150000000,2023-08-07,2023-08-13,Lagos,for sale
4 Bedroom Bungalow,FLAT / APARTMENT FOR SALE,Ifako Gbagada Gbagada Lagos,sanrealtor, 7JXUC,False,False,False,0,0,0,70000000,2023-08-07,2023-08-13,Lagos,for sale
